name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
BasicAverageShares,,"45,702,000","45,952,000","46,114,000","46,090,000","45,785,000","45,619,000","45,552,000","45,631,000","46,075,000","45,757,000","46,107,000","46,931,000","44,200,000","30,713,000","30,695,000","30,680,000","30,658,000","30,622,000","31,262,000","31,325,000","31,196,000","30,962,000","30,888,000","30,641,000","30,603,000","30,465,000","30,048,000","29,604,000","29,461,000","29,117,000","28,960,000","28,875,000","28,807,000",,"28,799,000","28,452,000","28,450,000",,"28,432,000","28,431,000","28,430,000",,"28,426,000","28,425,000","28,425,000",,"28,425,000","28,422,000","28,418,000",,"28,402,000","28,402,000","28,393,000",,"28,379,000","28,372,000","28,363,000",,"28,363,000","28,363,000","28,363,000",,"28,363,000","28,363,000","28,363,000",,"7,146,000","6,941,000","6,941,000"
DilutedAverageShares,,"45,702,000","45,952,000","46,114,000","47,971,000","47,784,000","47,482,000","47,338,000","47,147,000","47,685,000","47,510,000","47,452,000","48,195,000","45,419,000","31,798,000","31,698,000","31,620,000","31,538,000","31,580,000","32,151,000","32,382,000","32,256,000","32,102,000","32,067,000","31,932,000","31,909,000","30,465,000","31,509,000","31,325,000","31,054,000","31,243,000","30,703,000","30,341,000","30,639,000",,"28,799,000","28,452,000","28,450,000",,"28,432,000","28,431,000","28,430,000",,"28,426,000","28,425,000","28,425,000",,"28,425,000","28,422,000","28,418,000",,"28,402,000","28,402,000","28,393,000",,"28,379,000","28,372,000","28,363,000",,"28,363,000","28,363,000","28,363,000",,"28,363,000","28,363,000","28,363,000",,"7,146,000","6,941,000","6,941,000"
TotalOperatingIncomeAsReported,"833,072,000","305,015,000","256,498,000","121,615,000","149,944,000","127,074,000","272,776,000","192,893,000","174,494,000","117,616,000","140,837,000","129,072,000","138,685,000","110,151,000","92,475,000","72,897,000","64,007,000","57,929,000","67,346,000","48,315,000","52,542,000","37,904,000","68,899,000","41,696,000","34,942,000","27,700,000","32,078,000","25,153,000","28,192,000","17,818,000","35,380,000","23,557,000","23,463,000","17,505,000","17,634,000","8,268,000","12,925,000","9,166,000","30,910,000","12,856,000","13,957,000","9,824,000","14,101,000","-13,633,000","9,044,000","-1,311,000","-17,461,000","-36,799,000","16,166,000","-61,000","12,693,000","8,325,000","13,421,000","6,103,000","18,873,000","9,809,000","11,079,000","6,089,000","6,906,000","2,868,000","7,016,000","1,820,000","14,592,000","8,760,000","11,693,000","51,577,000","-13,288,000","2,017,000",,
TotalExpenses,"2,780,203,000","806,640,000","859,411,000","595,668,000","518,484,000","513,760,000","522,266,000","505,511,000","491,526,000","499,084,000","492,842,000","482,798,000","487,430,000","487,882,000","202,142,000","202,762,000","197,987,000","197,729,000","179,421,000","176,582,000","168,780,000","165,487,000","123,267,000","116,048,000","111,988,000","106,133,000","104,764,000","100,639,000","98,019,000","94,380,000","80,301,000","66,399,000","65,403,000","66,137,000","68,127,000","66,653,000","62,486,000","60,779,000","66,146,000","60,270,000","60,585,000","58,832,000","51,788,000","74,032,000","52,794,000","56,423,000","8,213,000","107,074,000","54,452,000","63,773,000","58,862,000","56,138,000","55,308,000","55,951,000","58,321,000","53,779,000","53,482,000","53,737,000","54,619,000","51,097,000","50,884,000","50,843,000","55,871,000","51,124,000","49,464,000","2,203,000","113,720,000","32,745,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"332,282,000","156,915,000","113,212,000","-5,847,000","68,002,000","54,892,000","153,109,000","100,514,000","87,732,000","48,122,000","378,481,000","46,475,000","43,992,000","6,049,000","20,482,000","24,799,000","24,529,000","21,727,000","27,174,000","17,282,000","20,321,000","12,907,000","30,849,000","15,404,000","10,944,000","7,353,000","-12,452,000","3,595,000","6,367,000","705,000","161,097,000","9,561,000","8,818,000","3,016,000","3,264,000","-6,259,000","-2,584,000","-6,312,000","14,274,000","-2,995,000","-9,422,000","-3,673,000","967,000","-18,391,000","-1,242,000","6,052,000","-21,280,000","-45,328,000","3,877,000","-15,328,000","-2,605,000","-6,844,000","-1,291,000","-9,033,000","4,604,000","-3,941,000","-2,368,000","-7,287,000","-6,107,000","-8,887,000","-20,928,000","-12,808,000","741,000","-5,702,000","1,175,000","-16,714,000","-32,513,000","-10,874,000","-9,757,000","-9,757,000"
NormalizedIncome,"272,423,472.457","148,139,623.425","106,959,372.331","-45,053,840","55,376,860","45,200,536","160,686,409.117","98,866,030","83,966,048","47,859,930","390,792,400","47,207,600","44,785,800","-9,498,200","20,482,000","24,799,000","24,529,000","21,727,000","27,174,000","17,282,000","20,321,000","12,907,000","31,263,700","15,404,000","10,990,150","7,353,000","10,829,563.543","4,276,200","6,367,000","709,550","158,082,200","9,557,560.482","9,238,025.982","3,016,000","3,569,480.475","-6,312,300","-1,997,700","-6,086,450","14,695,701.992","-2,952,750","-4,285,050","-3,753,600","6,213,150","-18,391,000","-1,037,900","-8,779,512.852","6,668,091.875","-382,649.314","1,803,779.35","-11,199,200","-2,804,550","-7,199,550","-2,121,050","-8,934,200","4,713,370.131","-3,687,200","-2,358,400","-7,248,600","-5,987,600","-9,142,600","-11,110,800","-12,779,200","523,200","-5,091,200","-593,200","-12,801,400","-19,104,530.04","-11,388,200","-9,757,000","-9,757,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000","1,000","3,000","1,000","4,000","5,000","10,000","35,000",,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"352,677,000","101,284,000","106,831,000","93,199,000","51,363,000","52,957,000","53,887,000","56,237,000","56,281,000","54,589,000","52,668,000","53,605,000","55,685,000","79,237,000","46,310,000","29,622,000","20,577,000","20,654,000","20,440,000","20,396,000","20,391,000","19,293,000","15,920,000","15,530,000","15,339,000","15,170,000","15,891,000","16,900,000","16,903,000","16,549,000","13,638,000",,,"12,909,000",,,,,"14,115,000","14,310,000","13,884,000","11,964,000","11,803,000","8,668,000","8,905,000","9,860,000",,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-352,677,000","-101,284,000","-106,831,000","-93,199,000","-51,363,000","-52,957,000","-53,887,000","-56,237,000","-56,281,000","-54,589,000","-52,668,000","-53,605,000","-55,685,000","-79,237,000","-45,228,000","-29,622,000","-20,577,000","-20,654,000","-20,440,000","-20,396,000","-20,391,000","-19,293,000","-15,920,000","-15,530,000","-15,339,000","-15,170,000","-15,891,000","-16,900,000","-16,903,000","-16,549,000","-13,638,000","-12,438,000","-12,574,000","-12,909,000","-12,922,000","-13,069,000","-13,308,000","-13,705,000","-14,113,000","-14,309,000","-13,881,000","-11,963,000","-11,799,000","-8,663,000","-8,895,000","-9,825,000",,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"874,708,000","323,322,000","275,114,000","127,528,000","148,744,000","126,285,000","267,046,000","191,308,000","176,151,000","119,434,000","140,187,000","127,690,000","136,462,000","78,240,000","93,411,000","72,771,000","63,860,000","57,793,000","67,212,000","48,200,000","52,392,000","37,786,000","68,770,000","41,524,000","34,744,000","27,572,000","-2,805,000","24,021,000","28,108,000","17,734,000","32,133,000","23,553,000","23,461,000","17,505,000","18,075,000","8,186,000","13,019,000","9,166,000","30,430,000","12,792,000","6,057,000","9,919,000","14,105,000","-13,628,000","9,054,000","17,291,000","-13,849,000","-36,799,000","16,166,000","-61,000","12,693,000","8,325,000","13,421,000","6,103,000","18,873,000","9,809,000","11,079,000","6,089,000","6,906,000","2,868,000","7,016,000","1,820,000","14,592,000","8,760,000","11,693,000","52,033,000","-1,534,000","2,017,000","33,692,000","33,692,000"
EBITDA,"1,348,078,000"
ReconciledCostOfRevenue,"1,497,550,000","441,781,000","437,398,000","322,327,000","296,044,000","292,863,000","279,152,000","285,363,000","274,439,000","278,963,000","275,982,000","268,423,000","262,535,000","228,960,000","105,894,000","109,560,000","101,937,000","99,290,000","86,557,000","89,789,000","84,489,000","79,104,000","57,834,000","53,993,000","50,766,000","47,521,000","45,380,000","43,193,000","42,016,000","39,948,000","23,351,000","27,513,000","27,044,000","27,676,000","27,913,000","27,476,000","27,217,000","22,440,000","23,537,000","22,570,000","22,238,000","21,931,000","7,300,000","37,957,000","21,971,000","22,020,000","27,367,000","21,997,000","21,879,000","18,749,000","18,441,000","17,474,000","17,701,000","18,326,000","18,141,000","17,175,000","16,866,000","17,364,000","18,322,000","16,691,000","16,661,000","16,306,000","17,950,000","16,685,000","15,937,000","15,472,000","29,508,000","10,327,000",,
ReconciledDepreciation,"473,370,000","143,197,000","161,533,000","90,258,000","78,382,000","78,537,000","84,286,000","79,851,000","78,184,000","78,216,000","80,769,000","77,067,000","80,610,000","84,620,000","30,181,000","29,600,000","30,278,000","30,274,000","30,656,000","30,367,000","27,734,000","29,094,000","19,130,000","18,403,000","17,426,000","17,572,000","19,103,000","19,859,000","18,438,000","18,939,000","21,186,000","11,376,000","11,226,000","11,352,000","11,360,000","12,831,000","10,314,000","13,319,000","13,410,000","13,704,000","13,582,000","13,675,000","14,280,000","17,052,000","14,118,000","13,183,000","12,164,000","14,239,000","13,681,000","17,787,000","17,609,000","17,642,000","17,097,000","17,175,000","16,257,000","15,801,000","15,852,000","15,931,000","15,760,000","16,279,000","16,256,000","17,343,000","17,144,000","16,541,000","16,602,000","18,930,000","40,037,000","11,703,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"332,282,000","156,915,000","113,212,000","-5,847,000","68,002,000","54,892,000","153,109,000","100,514,000","87,732,000","48,122,000","378,481,000","46,475,000","43,992,000","6,049,000","20,482,000","24,799,000","24,529,000","21,727,000","27,174,000","17,282,000","20,321,000","12,907,000","30,849,000","15,404,000","10,944,000","7,353,000","-12,452,000","3,595,000","6,367,000","705,000","155,958,000","9,561,000","8,818,000","3,016,000","3,264,000","-6,259,000","-2,584,000","-6,312,000","14,274,000","-2,995,000","-9,422,000","-3,673,000","967,000","-18,391,000","-1,242,000","6,052,000","-21,280,000","-45,328,000","3,877,000","-15,328,000","-2,605,000","-6,844,000","-1,291,000","-9,033,000","4,604,000","-3,941,000","-2,368,000","-7,287,000","-6,107,000","-8,887,000","-20,928,000","-12,808,000","741,000","-5,702,000","1,175,000","-16,714,000","-32,513,000","-10,874,000","-9,757,000","-9,757,000"
TotalUnusualItemsExcludingGoodwill,"92,696,000","12,356,000","9,242,000","53,708,000","17,390,000","12,489,000","-10,455,000","2,230,000","5,216,000","359,000","-20,519,000","-1,221,000","-1,323,000","25,912,000","-15,262,000",,,,,"0","0",,"-638,000","0","-71,000",,"-34,956,000","-1,048,000","0","-7,000","-3,268,000","4,000","-495,000","0","-441,000","82,000","-902,000","-347,000","-482,000","-65,000","-7,903,000","124,000","-8,071,000","0","-314,000","18,211,000","-35,337,000","-47,923,000","2,947,000","-6,352,000","307,000","547,000","1,277,000","-152,000","-136,000","-423,000","-16,000","-64,000","-199,000","426,000","-16,362,000","-48,000","363,000","-1,018,000","2,947,000","-6,521,000","-20,064,000","857,000",,
TotalUnusualItems,"92,696,000","12,356,000","9,242,000","53,708,000","17,390,000","12,489,000","-10,455,000","2,230,000","5,216,000","359,000","-20,519,000","-1,221,000","-1,323,000","25,912,000","-15,262,000",,,,,"0","0",,"-638,000","0","-71,000",,"-34,956,000","-1,048,000","0","-7,000","-3,268,000","4,000","-495,000","0","-441,000","82,000","-902,000","-347,000","-482,000","-65,000","-7,903,000","124,000","-8,071,000","0","-314,000","18,211,000","-35,337,000","-47,923,000","2,947,000","-6,352,000","307,000","547,000","1,277,000","-152,000","-136,000","-423,000","-16,000","-64,000","-199,000","426,000","-16,362,000","-48,000","363,000","-1,018,000","2,947,000","-6,521,000","-20,064,000","857,000",,
NormalizedEBITDA,"1,255,382,000","454,163,000","427,405,000","164,078,000","209,736,000","192,333,000","361,787,000","268,929,000","249,119,000","197,291,000","253,047,000","216,745,000","228,320,000","147,179,000","131,291,000","111,187,000","103,140,000","97,234,000","107,281,000","87,939,000","89,604,000","76,299,000","94,441,000","65,525,000","57,750,000","50,816,000","56,758,000","50,851,000","52,101,000","42,524,000","56,587,000","40,488,000","40,374,000","34,405,000","35,766,000","27,585,000","31,747,000","26,169,000","47,769,000","29,462,000","30,200,000","26,418,000","36,456,000","22,655,000","26,371,000","15,228,000","40,921,000","27,950,000","29,496,000","24,078,000","29,995,000","25,420,000","29,241,000","23,600,000","35,266,000","26,033,000","26,947,000","22,084,000","22,865,000","18,749,000","39,634,000","19,211,000","31,373,000","26,319,000","25,348,000","77,484,000","58,567,000","12,863,000","33,692,000","33,692,000"
TaxRateForCalcs,"0.354","0.29","0.323","0.27","0.274","0.224","0.275","0.261","0.278","0.27","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.383","0.378","0.356","0.35","0.35","0.35","0.35","0.334","0.35","0.35","0.35","0.35","0.14","0.151","0.344","0.307","0.35","0.35","0.35","0.125","0.35","0.35","0.35","0.35","0.175","0.35","0.186","0.209","0.062","0.296","0.35","0.35","0.35","0.35","0.35","0.196","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.332","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"32,837,472.457","3,580,623.425","2,989,372.331","14,501,160","4,764,860","2,797,536","-2,877,590.883","582,030","1,450,048","96,930","-8,207,600","-488,400","-529,200","10,364,800","0","0","0","0","0","0","0","0","-223,300","0","-24,850","0","-11,674,436.457","-366,800","0","-2,450","-1,143,800","560.482","-74,974.018","0","-135,519.525","28,700","-315,700","-121,450","-60,298.008","-22,750","-2,766,050","43,400","-2,824,850","0","-109,900","3,379,487.148","-7,388,908.125","-2,977,649.314","873,779.35","-2,223,200","107,450","191,450","446,950","-53,200","-26,629.869","-169,200","-6,400","-25,600","-79,600","170,400","-6,544,800","-19,200","145,200","-407,200","1,178,800","-2,608,400","-6,655,530.04","342,800","0","0"
