name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,10/31/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996
DilutedNIAvailtoComStockholders,"882,000,000","375,000,000","939,000,000","-318,000,000","-114,000,000","141,000,000","67,000,000","65,000,000","-18,000,000","357,000,000","127,000,000","-289,000,000","-285,000,000","54,000,000","109,707,000","-100,442,000","-298,418,000","-320,838,000","-291,097,000","-297,808,000","-118,495,000","-267,709,000","-158,613,000","-89,581,000","-201,928,000","-97,810,000","-135,230,000","-100,824,000","-154,764,000","-117,105,000","-94,324,000","-109,001,000","-73,040,000","-56,415,000","-57,809,000","-53,936,000","-47,171,000","-39,838,000","-86,133,000","-40,580,000","85,677,000","-35,167,000","-23,201,000","-42,497,000","-13,051,000","-82,742,000","-106,784,000","-67,443,000","-132,333,000","-49,911,000","-52,648,000","-53,454,000","-41,119,000","-34,556,000","-93,317,000","-33,106,000","-3,619,000","-15,811,000","-18,424,000","7,678,000","-9,837,000","-9,215,000","-9,800,845","-5,639,289","-8,052,907","-1,074,959","-4,398,063","-2,387,021","-1,624,242","3,121,309","739,660","-1,474,972","-2,366,029","-2,530,967","-2,336,549","-4,632,237","-3,785,625","-910,851","-755,607","-81,131","358,135","-302,377","-800,000","-300,000","-400,000","-300,000","-500,000","-500,000","-400,000","-200,000","-300,000","-900,000","-500,000","-100,000","-200,000"
BasicEPS,,"1.48","3.7","-1.25","-0.44","0.55","0.26","0.26","-0.07","1.52","0.54","-1.24","-1.23","0.23","0.48","-0.44","-1.31","-1.41","-1.28","-1.31","-0.52","-1.18","-0.7","-0.4","-0.9","-0.44",,"-0.46","-0.71","-0.54",,"-0.52","-0.43","-0.43",,"-0.67","-0.67","-0.6",,"-0.73","1.55","-0.64",,"-0.8","-0.25","-1.7",,"-1.42","-2.81","-1.06",,"-1.14","-0.76","-0.63",,"-0.61","-0.07","-0.29",,"0.14","-0.18","-0.18",,"-0.145","-0.215","-0.03",,"-0.08","-0.055","0.115",,"-0.055","-0.09","-0.095",,"-0.175","-0.145","-0.035",,"-0.005","0.02","-0.02",,"-0.02","-0.04","-0.04",,"-0.06","-0.06","-0.02","-0.04",,"-0.08","-0.02","-0.02"
DilutedEPS,,"1.43","3.34","-1.25","-0.44","0.54","0.26","0.26","-0.07","1.5","0.54","-1.24","-1.23","0.23","0.48","-0.44","-1.31","-1.41","-1.28","-1.31","-0.52","-1.18","-0.7","-0.4","-0.9","-0.44",,"-0.46","-0.71","-0.54",,"-0.52","-0.43","-0.43",,"-0.67","-0.67","-0.6",,"-0.73","0.86","-0.64",,"-0.8","-0.25","-1.7",,"-1.42","-2.81","-1.06",,"-1.14","-0.76","-0.63",,"-0.61","-0.07","-0.29",,"0.14","-0.18","-0.18",,"-0.145","-0.215","-0.03",,"-0.08","-0.055","0.115",,"-0.055","-0.09","-0.095",,"-0.175","-0.145","-0.035",,"-0.005","0.02","-0.02",,"-0.02","-0.04","-0.04",,"-0.06","-0.06","-0.02","-0.04",,"-0.08","-0.02","-0.02"
BasicAverageShares,,"253,000,000","254,400,000","256,000,000","257,400,000","257,100,000","256,700,000","247,200,000","242,800,000","235,500,000","235,100,000","232,600,000","232,500,000","232,400,000","229,705,000","228,924,000","228,323,000","228,138,000","227,658,000","227,126,000","226,481,000","226,328,000","226,201,000","224,309,000","223,602,000","223,207,000",,"220,734,000","217,397,000","215,634,000",,"208,712,000","171,001,000","131,107,000",,"80,473,000","70,630,000","66,950,000",,"55,609,000","55,317,000","54,870,000",,"52,945,000","51,576,000","48,650,000",,"47,492,000","47,129,000","46,977,000",,"46,728,000","54,391,000","54,891,000",,"54,496,000","54,369,000","54,217,000",,"53,938,000","53,757,000","52,364,000",,"38,546,350","37,833,402","36,218,516",,"30,360,946","28,840,500","26,594,786",,"26,594,786","26,594,786","26,594,786",,"26,594,786","25,781,600","25,290,786",,"21,527,394","21,469,225","20,434,838",,"15,000,000","10,000,000","10,893,000",,"8,333,333","6,666,667","10,000,000","7,500,000",,"6,250,000","5,000,000","5,312,397"
DilutedAverageShares,,"299,600,000","299,800,000","256,000,000","257,400,000","258,500,000","258,000,000","250,200,000","242,800,000","238,000,000","235,100,000","232,600,000","232,500,000","232,700,000","229,705,000","228,924,000","228,323,000","228,138,000","227,658,000","227,126,000","226,481,000","226,328,000","226,201,000","224,309,000","223,602,000","223,207,000",,"220,734,000","217,397,000","215,634,000",,"208,712,000","171,001,000","131,107,000",,"80,473,000","70,630,000","66,950,000",,"55,609,000","116,596,000","54,870,000",,"52,945,000","51,576,000","48,650,000",,"47,492,000","47,129,000","46,977,000",,"46,728,000","54,391,000","54,891,000",,"54,496,000","54,369,000","54,217,000",,"55,749,000","53,757,000","52,364,000",,"38,546,350","37,833,402","36,218,516",,"30,360,946","28,840,500","27,000,962",,"26,594,786","26,594,786","26,594,786",,"26,594,786","25,781,600","25,290,786",,"26,367,953","27,113,897","20,434,838",,"15,000,000","10,000,000","10,893,000",,"8,333,333","6,666,667","10,000,000","7,500,000",,"6,250,000","5,000,000","5,312,397"
TotalOperatingIncomeAsReported,"3,101,000,000","1,346,000,000","1,016,000,000","307,000,000","432,000,000","606,000,000","516,000,000","425,000,000","336,000,000","747,000,000","441,000,000","297,000,000","274,000,000","376,000,000","122,370,000","15,276,000","-76,454,000","-90,559,000","-241,121,000","-52,074,000","-95,580,000","-60,998,000","-102,463,000","-61,358,000","-62,135,000","-47,612,000","-79,378,000","-45,876,000","-136,278,000","-67,454,000","-15,915,000","-54,517,000","-6,121,000","721,000","7,766,000","10,355,000","16,461,000","23,566,000","26,503,000","22,383,000","24,690,000","31,046,000","42,318,000","18,254,000","323,000","-37,398,000","-63,212,000","-39,145,000","-103,467,000","-38,365,000","-46,668,000","-47,274,000","-40,224,000","-29,772,000","-27,084,000","-17,476,000","-8,749,000","-22,567,000","-20,334,000","-10,681,000","-10,823,000","-10,261,000","-9,034,879","-5,505,132","-7,327,351","-7,217,638","-4,045,111","-2,924,546","-1,185,749","-862,744","398,007","-1,478,002","-1,296,411","-1,318,501","-876,489","-4,130,150","-3,200,636","-502,374","-335,050","-86,036","353,925","-311,086","-700,000","-400,000","-300,000","-200,000","-500,000","-400,000","-300,000",,"-200,000","-800,000","-500,000","-100,000",
TotalExpenses,"7,051,000,000","1,358,000,000","1,975,000,000","1,862,000,000","1,856,000,000","1,653,000,000","1,867,000,000","1,386,000,000","1,207,000,000","1,495,000,000","1,301,000,000","1,097,000,000","967,000,000","829,000,000","436,526,000","424,156,000","253,352,000","149,474,000","218,236,000","118,133,000","163,605,000","129,367,000","168,415,000","128,165,000","129,780,000","115,162,000","145,798,000","113,586,000","203,455,000","133,360,000","83,336,000","120,515,000","68,449,000","69,753,000","64,824,000","55,458,000","56,349,000","55,665,000","48,970,000","45,865,000","43,585,000","48,471,000","43,263,000","38,078,000","37,636,000","38,633,000","64,037,000","32,242,000","26,110,000","39,842,000","47,306,000","47,668,000","42,943,000","30,604,000","-15,276,000","16,585,000","9,324,000","22,989,000","42,228,000","11,410,000","10,870,000","10,998,000","12,400,639","5,970,381","7,661,997","7,549,983","4,335,913","3,059,791","1,307,049","972,864","-481,053","1,500,000","1,674,623","1,480,105","-4,444,833","4,951,368","1,815,823","1,474,030","576,080","1,657,422","1,750,486","1,714,691","1,900,000","800,000","400,000","300,000","500,000","500,000","400,000",,"300,000","1,000,000","400,000","200,000","100,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"882,000,000","375,000,000","939,000,000","-318,000,000","-114,000,000","141,000,000","67,000,000","65,000,000","-18,000,000","357,000,000","127,000,000","-289,000,000","-285,000,000","54,000,000","109,707,000","-100,442,000","-298,418,000","-320,838,000","-291,097,000","-297,808,000","-118,495,000","-267,709,000","-158,613,000","-89,581,000","-201,928,000","-97,810,000","-135,230,000","-100,824,000","-154,764,000","-117,105,000","-94,324,000","-109,001,000","-73,040,000","-56,415,000","-57,809,000","-53,936,000","-47,171,000","-39,838,000","-86,133,000","-40,580,000","85,677,000","-35,167,000","-23,201,000","-42,497,000","-13,051,000","-82,742,000","-106,784,000","-67,443,000","-132,333,000","-49,911,000","-52,648,000","-53,454,000","-41,119,000","-34,556,000","-93,317,000","-33,106,000","-3,619,000","-15,811,000","-18,424,000","7,678,000","-9,837,000","-9,215,000","-9,800,845","-5,639,289","-8,052,907","-1,074,959","-4,398,063","-2,387,021","-1,624,242","3,121,309","739,660","-1,474,972","-2,366,029","-2,530,967","-2,336,549","-4,632,237","-3,785,625","-910,851","-755,607","-81,131","358,135","-302,377","-800,000","-300,000","-400,000","-300,000","-500,000","-500,000","-400,000","-200,000","-300,000","-900,000","-500,000","-100,000","-200,000"
NormalizedIncome,"1,115,400,000","552,406,000","932,430,000","-213,166,000","-36,000,000","177,667,000","138,170,212.766","62,039,130.435","-30,410,000","281,848,000","87,563,380.282","-267,400,000","-219,136,363.636","101,000,000","9,625,200","-86,834,600","-152,702,220.504","-205,303,800","-210,408,111.886","-136,362,274.976","-156,831,929.836","-138,752,200","-139,941,100","-93,203,450","-88,494,550","-75,267,350","-120,069,400","-86,306,250","-164,513,350","-99,648,205.607","-63,589,323.19","-101,334,900","-64,021,900","-55,623,300","-57,151,200","-53,237,000","-46,841,000","-39,863,000","-137,539,550","-40,626,000","86,716,000","-35,672,000","21,395,000","-43,779,000","-59,222,000","-85,240,000","-109,501,000","-60,383,000","-41,906,000","-49,045,000","-53,680,000","-53,457,000","-40,935,000","-34,556,000","13,336,000","-30,693,400","-6,581,800","-16,448,913.667","-40,040,000","-5,004,200","-8,553,000","-9,215,000","-12,300,845","-5,639,289","-8,052,907","-2,574,959","-4,398,063","-2,387,021","-1,624,242","11,236.6","2,110,894.6","-1,474,972","-2,945,999","-2,530,967","6,110,276.8","-5,143,050.6","-1,194,051","-910,851","-755,607","-81,131","358,135","-302,377","-800,000","-300,000","-400,000","-300,000","-500,000","-500,000","-400,000","-200,000","-360,000","-1,140,000","-260,000","-100,000","-200,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,000","126,000","169,000","142,000","97,000","92,000","114,000","388,000","811,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,585,000,000","409,000,000","415,000,000","392,000,000","369,000,000","244,000,000","220,000,000","218,000,000","214,000,000","216,000,000","208,000,000","186,000,000","188,000,000","165,000,000","158,033,000","148,053,000","105,967,000","76,337,000","83,419,000","93,566,000","85,486,000","59,612,000","50,293,000","46,884,000","43,789,000","40,270,000","43,594,000","52,528,000","42,016,000","40,262,000",,"45,504,000",,,"65,526,000","65,125,000",,"64,154,000","64,002,000","63,899,000","66,950,000","67,194,000","66,529,000","61,557,000","61,959,000","53,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,597,000,000","-412,000,000","-418,000,000","-395,000,000","-372,000,000","-247,000,000","-222,000,000","-221,000,000","-216,000,000","-216,000,000","-208,000,000","-186,000,000","-188,000,000","-165,000,000","-158,033,000","-148,053,000","-105,967,000","-76,337,000","-83,419,000","-93,566,000","-85,486,000","-59,612,000","-50,293,000","-46,884,000","-43,789,000","-40,270,000","-43,594,000","-52,528,000","-42,016,000","-40,262,000","-41,092,000","-45,504,000","-55,864,000","-58,350,000","-65,526,000","-65,125,000","-64,857,000","-64,070,000","-63,876,000","-63,730,000","-66,808,000","-67,097,000","-66,437,000","-61,443,000","-61,571,000","-52,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,694,000,000","1,143,000,000","1,051,000,000","129,000,000","371,000,000","584,000,000","455,000,000","448,000,000","361,000,000","831,000,000","492,000,000","274,000,000","210,000,000","337,000,000","307,571,000","19,275,000","-229,320,000","-272,021,000","-229,356,000","-213,595,000","-56,823,000","-275,554,000","-131,733,000","-55,945,000","-236,837,000","-81,983,000","-102,565,000","-68,146,000","-120,866,000","-84,447,000","-84,909,000","-54,517,000","-6,121,000","721,000","6,754,000","9,656,000","16,461,000","23,675,000","-101,643,000","22,598,000","152,122,000","31,545,000","43,197,000","19,650,000","46,882,000","-34,089,000","-63,384,000","-28,142,000","-24,903,000","-38,365,000","-46,668,000","-47,274,000","-40,224,000","-29,772,000","16,075,000","-15,848,000","-8,911,000","-22,567,000","-41,377,000","-10,681,000","-10,181,000","-10,261,000","-11,534,879","-5,505,132","-7,327,351","-7,217,638","-4,045,111","-2,924,546","-1,185,749","-862,744","498,551","-1,478,002","-1,636,668","-1,318,501","4,675,437","-4,555,828","-1,040,991","-502,374","-335,050","-86,036","353,925","-311,086","-700,000","-400,000","-300,000","-200,000","-500,000","-400,000","-300,000","100,000","-200,000","-1,000,000","-300,000","-100,000","0"
EBITDA,"3,577,000,000"
ReconciledCostOfRevenue,"5,472,000,000","957,000,000","1,554,000,000","1,480,000,000","1,481,000,000","1,358,000,000","1,635,000,000","1,140,000,000","984,000,000","1,287,000,000","1,084,000,000","916,000,000","782,000,000","694,000,000","297,318,000","301,555,000","118,490,000","38,596,000","23,119,000","21,638,000","20,154,000","17,769,000","15,296,000","16,189,000","17,298,000","15,475,000","15,676,000","15,246,000","15,173,000","15,113,000","-24,828,000","25,777,000","32,081,000","33,376,000","17,945,000","22,119,000","21,346,000","18,769,000","16,251,000","14,071,000","11,063,000","13,630,000","11,106,000","8,252,000","9,419,000","8,774,000","9,801,000","10,817,000","138,000","163,000","6,631,000","9,074,000","552,000","1,219,000","-5,610,000","2,729,000","645,000","8,284,000","7,189,000","4,205,000","5,385,000","5,480,000",,,,,,,,,"0",,"24,702","65,336","144,236","68,943","86,553","120,510","72,410","120,494","114,008","81,725",,,,,,,,,,,,,
ReconciledDepreciation,"883,000,000","233,000,000","233,000,000","55,000,000","283,000,000","223,000,000","116,000,000","113,000,000","111,000,000","109,000,000","104,000,000","92,000,000","90,000,000","70,000,000","67,960,000","49,212,000","32,781,000","24,089,000","23,119,000","21,638,000","20,154,000","17,769,000","15,296,000","16,189,000","17,298,000","15,475,000","15,676,000","15,247,000","15,173,000","15,113,000","19,406,000","15,233,000","15,478,000","16,290,000","17,123,000","15,271,000","15,625,000","15,386,000","15,366,000","16,649,000","15,612,000","15,624,000","15,103,000","14,269,000","12,795,000","12,062,000","21,456,000","2,208,000","6,471,000","4,158,000","3,730,000","3,690,000","2,923,000","2,370,000","-1,701,000","1,812,000","1,496,000","1,524,000","1,965,000","682,000","527,000","528,000","692,044","265,601","160,930","205,425","177,674","101,003","91,311","58,692","54,180","133,910","65,781","114,691","150,626","332,570","432,734","327,898","473,952","901,084","1,070,390","925,957","1,100,000","300,000",,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"882,000,000","375,000,000","939,000,000","-318,000,000","-114,000,000","141,000,000","67,000,000","65,000,000","-18,000,000","357,000,000","127,000,000","-289,000,000","-285,000,000","54,000,000","109,707,000","-100,442,000","-298,418,000","-320,838,000","-291,097,000","-297,808,000","-118,495,000","-267,709,000","-158,613,000","-89,581,000","-201,928,000","-97,810,000","-135,230,000","-100,824,000","-154,764,000","-117,105,000","-94,324,000","-109,001,000","-73,040,000","-56,415,000","-57,809,000","-53,936,000","-47,171,000","-39,838,000","-86,133,000","-40,580,000","85,677,000","-35,167,000","-23,201,000","-42,497,000","-13,051,000","-82,742,000","-106,784,000","-67,443,000","-132,333,000","-49,911,000","-52,648,000","-53,454,000","-41,119,000","-34,556,000","-93,317,000","-33,106,000","-3,619,000","-15,811,000","-18,424,000","7,678,000","-9,837,000","-9,215,000","-9,800,845","-5,639,289","-8,052,907","-1,074,959","-4,398,063","-2,387,021","-1,624,242","3,121,309","739,660","-1,474,972","-2,366,029","-2,530,967","-2,336,549","-4,632,237","-3,785,625","-910,851","-755,607","-81,131","358,135","-302,377","-800,000","-300,000","-400,000","-300,000","-500,000","-500,000","-400,000","-200,000","-300,000","-900,000","-500,000","-100,000","-200,000"
TotalUnusualItemsExcludingGoodwill,"-389,000,000","-214,000,000","9,000,000","-106,000,000","-78,000,000","-37,000,000","-75,000,000","3,000,000","17,000,000","77,000,000","40,000,000","-36,000,000","-69,000,000","-47,000,000","166,803,000","-22,679,000","-145,865,000","-192,557,000","-80,740,000","-161,482,000","38,474,000","-214,928,000","-28,726,000","5,573,000","-174,513,000","-34,681,000","-23,324,000","-22,335,000","14,999,000","-17,468,000","-30,799,000","-11,794,000","-13,874,000","-1,218,000","-1,012,000","-699,000","-330,000","25,000","79,087,000","46,000","-1,039,000","505,000","-44,596,000","1,282,000","46,171,000","2,498,000","2,717,000","-7,060,000","-90,427,000","-866,000","1,032,000","3,000","-184,000",,"-106,653,000","-4,021,000","4,938,000","937,000","21,616,000","21,137,000","-1,284,000",,"2,500,000",,,"2,500,000","0",,,"5,183,454","-2,285,391",,"579,970",,"-14,078,043","851,356","-4,319,290",,,,,,,,,,,,,,"100,000","400,000","-400,000",,
TotalUnusualItems,"-389,000,000","-214,000,000","9,000,000","-106,000,000","-78,000,000","-37,000,000","-75,000,000","3,000,000","17,000,000","77,000,000","40,000,000","-36,000,000","-69,000,000","-47,000,000","166,803,000","-22,679,000","-145,865,000","-192,557,000","-80,740,000","-161,482,000","38,474,000","-214,928,000","-28,726,000","5,573,000","-174,513,000","-34,681,000","-23,324,000","-22,335,000","14,999,000","-17,468,000","-30,799,000","-11,794,000","-13,874,000","-1,218,000","-1,012,000","-699,000","-330,000","25,000","79,087,000","46,000","-1,039,000","505,000","-44,596,000","1,282,000","46,171,000","2,498,000","2,717,000","-7,060,000","-90,427,000","-866,000","1,032,000","3,000","-184,000",,"-106,653,000","-4,021,000","4,938,000","937,000","21,616,000","21,137,000","-1,284,000",,"2,500,000",,,"2,500,000","0",,,"5,183,454","-2,285,391",,"579,970",,"-14,078,043","851,356","-4,319,290",,,,,,,,,,,,,,"100,000","400,000","-400,000",,
NormalizedEBITDA,"3,966,000,000","1,590,000,000","1,275,000,000","290,000,000","732,000,000","844,000,000","646,000,000","558,000,000","455,000,000","863,000,000","556,000,000","402,000,000","369,000,000","454,000,000","208,728,000","91,166,000","-50,674,000","-55,375,000","-125,497,000","-30,475,000","-75,143,000","-42,857,000","-87,711,000","-45,329,000","-45,026,000","-31,827,000","-63,565,000","-30,564,000","-120,692,000","-51,866,000","-34,704,000","-27,490,000","23,231,000","18,229,000","24,889,000","25,626,000","32,416,000","39,036,000","-165,364,000","39,201,000","168,773,000","46,664,000","102,896,000","32,637,000","13,506,000","-24,525,000","-44,645,000","-13,862,000","71,995,000","-33,341,000","-43,970,000","-43,587,000","-37,117,000","-27,402,000","123,779,000","-10,015,000","-12,353,000","-21,980,000","-61,028,000","-31,136,000","-8,369,000","-9,733,000","-13,342,835","-5,239,531","-7,166,421","-9,512,213","-3,867,437","-2,823,543","-1,094,438","-5,987,506","2,838,122","-1,344,092","-2,150,857","-1,203,810","18,904,106","-5,074,614","3,711,033","-174,476","138,902","815,048","1,424,315","614,871","400,000","-100,000","-300,000","-200,000","-500,000","-400,000","-300,000","100,000","-300,000","-1,400,000","100,000","-100,000","0"
TaxRateForCalcs,"0.4","0.171","0.27","0.011","0","0.009","0.051","0.013","0.27","0.024","0.014","0.4","0.045","0","0.4","0.4","0.001","0.4","0.001","0","0.004","0.4","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.001","0.002","0.35","0.35","0.35","0.35","0","0","0","0.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.4","0.319","0","0.4","0","0","0","0","0","0.4","0.4","0","0","0.4","0.4","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-155,600,000","-36,594,000","2,430,000","-1,166,000","0","-333,000","-3,829,787.234","39,130.435","4,590,000","1,848,000","563,380.282","-14,400,000","-3,136,363.636","0","66,721,200","-9,071,600","-149,220.504","-77,022,800","-51,111.886","-36,274.976","137,070.164","-85,971,200","-10,054,100","1,950,550","-61,079,550","-12,138,350","-8,163,400","-7,817,250","5,249,650","-11,205.607","-64,323.19","-4,127,900","-4,855,900","-426,300","-354,200","0","0","0","27,680,450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,608,400","1,975,200","299,086.333","0","8,454,800","0","0","0","0","0","1,000,000","0","0","0","2,073,381.6","-914,156.4","0","0","0","-5,631,217.2","340,542.4","-1,727,716","0","0","0","0","0","0","0","0","0","0","0","0","0","40,000","160,000","-160,000","0","0"
