name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
NormalizedIncome,"6,783,165,700","5,586,789,580","727,277,940","-952,772,440","1,404,433,413.378","4,881,924,652.679","-1,585,242,760","2,631,754,924.564","-18,727,920","-4,003,454,165.981","310,687,409.387","257,630,591.561","1,129,489,040","3,062,733,866.344","-558,210,885.259","14,447,723,640","-4,513,905,100","-5,999,774,596.912","-4,113,248,820","-1,141,023,460","537,519,135.055","-4,800,058,360","-3,574,270,417.08","-304,910,560","1,044,392,046.64","-6,128,125,620","-1,012,987,660","369,679,360","17,013,740","-2,750,043,193.567","4,100,118,289.637","-561,691,772.845","1,447,626,166.127","2,100,892,660","1,420,352,699.488","-246,252,320","1,662,266,735.626","-285,490,000","799,753,000","995,399,000","744,120,377.465","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
InterestIncome,"876,212,000","74,198,000","261,137,000","295,014,000","245,863,000","1,226,531,000","242,192,000","183,917,000","1,238,374,000","544,234,000","140,068,000","311,764,000","210,473,000","795,194,000","329,889,000","157,009,000","192,754,000","1,157,114,000","106,707,000","291,142,000","282,847,000","884,245,000","-38,549,000","274,538,000","274,173,000","588,284,000","292,099,000","273,634,000","297,442,000","423,018,000","365,490,000","22,268,000","187,355,000","-2,533,622,000","1,710,727,000","911,045,000","827,771,000",,,,,,,"808,521,000","777,989,000",,,"797,581,000","713,256,000"
InterestExpense,"3,588,566,000","676,981,000","937,196,000","1,197,330,000","777,059,000","-429,186,000","1,105,162,000","1,128,779,000","1,184,899,000","1,477,346,000","1,467,616,000","1,491,988,000","1,640,154,000","1,612,848,000","1,922,550,000","1,569,670,000","1,574,149,000","2,874,779,000","1,350,630,000","1,310,507,000","1,077,934,000","1,324,814,000","1,141,566,000","560,443,000","701,627,000","976,959,000","441,991,000","509,916,000","482,307,000","211,652,000","757,521,000","1,274,572,000","502,050,000","-37,272,000","182,584,000","1,885,495,000","818,077,000",,,,,,,"3,339,235,000","1,137,038,000",,,"1,847,486,000","945,937,000"
NetInterestIncome,"-3,859,268,000","-656,744,000","-910,651,000","-1,643,857,000","-648,016,000","2,610,784,000","-1,173,724,000","-1,413,648,000","-230,271,000","-70,606,000","-1,334,502,000","-1,953,011,000","-1,622,551,000","-937,871,000","-1,078,015,000","303,684,000","-1,567,362,000","-761,000","-751,321,000","-163,324,000","-569,359,000","226,765,000","-919,236,000","-437,067,000","-397,930,000","-387,905,000","-326,720,000","-416,720,000","99,677,000","-1,627,011,000","1,347,257,000","-1,228,711,000","-338,288,000","-328,934,000","1,528,143,000","-974,450,000","9,694,000","-2,078,051,000","-325,508,000","104,513,000","335,632,000","4,127,443,000","-1,585,529,000","-2,530,714,000","-359,049,000","1,492,595,000","1,867,117,000","-1,049,905,000","-232,681,000"
EBIT,"9,957,172,000","2,075,716,000","2,403,514,000","2,514,265,000","2,963,677,000","10,575,194,000","-182,909,000","5,385,486,000","1,955,123,000","-2,725,672,000","2,312,538,000","2,019,543,000","4,270,297,000","-5,390,298,000","3,227,328,000","23,271,595,000","-2,246,683,000","-4,737,431,000","-2,564,820,000","119,749,000","2,589,328,000","-1,643,472,000","-1,717,311,000","632,742,000","1,999,356,000","-3,302,983,000","-251,049,000","572,019,000","468,489,000","-12,307,697,000","2,157,932,000","3,107,795,000","2,471,639,000","437,538,000","2,451,198,000","2,134,608,000","2,685,620,000","2,318,240,000","1,518,724,000","1,381,895,000","836,660,000","-2,615,816,000","323,596,000","813,248,000","1,371,898,000","7,283,673,000","198,842,000","2,216,277,000","2,308,689,000"
EBITDA,"11,764,601,000"
ReconciledCostOfRevenue,"6,777,819,000","2,045,885,000","1,867,749,000","1,574,933,000","1,289,252,000","-4,052,739,000","1,742,347,000","4,097,839,000","3,749,616,000","4,784,287,000","3,927,547,000","3,244,540,000","3,417,264,000","5,591,115,000","3,787,759,000","3,387,233,000","3,444,827,000","3,471,402,000","4,295,550,000","4,976,097,000","4,248,510,000","5,551,610,000","4,472,379,000","3,407,370,000","2,896,000,000","2,851,659,000","3,019,162,000","3,151,722,000","3,093,777,000","6,864,380,000","1,996,321,000","856,576,000","2,356,182,000","2,798,415,000","1,253,545,000","1,238,648,000","1,411,516,000","-5,690,459,000","4,957,237,000","4,340,349,000","2,812,089,000","-546,442,000","1,538,009,000","1,805,190,000","3,182,310,000","1,750,497,000","1,656,167,000","2,193,653,000","3,706,934,000"
ReconciledDepreciation,"1,807,429,000","495,503,000","439,196,000","444,773,000","427,957,000","264,186,000","488,510,000","482,958,000","466,335,000","366,774,000","466,263,000","456,913,000","461,353,000","515,608,000","442,659,000","450,760,000","434,758,000","493,478,000","423,497,000","462,547,000","463,078,000","608,386,000","393,862,000","394,133,000","380,915,000","417,184,000","372,541,000","366,752,000","344,063,000","450,389,000","444,270,000","437,026,000","443,529,000","-1,252,816,000","2,143,916,000","407,734,000","425,125,000","-223,351,000","603,097,000","639,245,000","573,485,000","1,671,550,000","602,204,000","608,158,000","595,042,000","2,018,907,000","559,368,000","576,436,000","574,503,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"7,412,149,000","4,835,866,000","651,042,000","304,913,000","1,620,328,000","10,944,082,000","-1,621,156,000","2,819,561,000","31,836,000","-4,000,726,000","537,643,000","305,653,000","1,393,625,000","-6,102,155,000","862,734,000","12,721,755,000","-3,897,805,000","-7,290,433,000","-4,011,789,000","-1,358,110,000","1,255,247,000","-4,369,015,000","-2,738,470,000","-104,623,000","985,902,000","-5,558,706,000","-856,072,000","156,931,000","-28,816,000","-10,498,951,000","1,003,285,000","1,348,787,000","1,267,964,000","858,871,000","1,564,310,000","326,629,000","1,284,564,000","-285,490,000","799,753,000","995,399,000","738,251,000","-97,821,000","453,797,000","-2,090,788,000","101,328,000","5,469,360,000","2,113,713,000","142,848,000","841,525,000"
TotalUnusualItemsExcludingGoodwill,"953,005,000","-1,137,763,000","-115,509,000","1,905,584,000","300,693,000","6,072,901,000","-54,414,000","282,294,000","76,612,000","2,868,000","348,554,000","73,627,000","400,206,000","-10,522,868,000","2,118,594,000","-2,615,104,000","933,485,000","-1,327,391,000","153,727,000","-328,919,000","974,101,000","653,096,000","871,260,000","303,466,000","-76,443,000","862,757,000","237,751,000","-322,346,000","-69,439,000","-9,188,546,000","-4,316,238,000","2,584,832,000","-278,090,000","-1,881,851,000","187,524,000","868,002,000","-479,440,000",,,,"-9,053,000",,,,,,,,
TotalUnusualItems,"953,005,000","-1,137,763,000","-115,509,000","1,905,584,000","300,693,000","6,072,901,000","-54,414,000","282,294,000","76,612,000","2,868,000","348,554,000","73,627,000","400,206,000","-10,522,868,000","2,118,594,000","-2,615,104,000","933,485,000","-1,327,391,000","153,727,000","-328,919,000","974,101,000","653,096,000","871,260,000","303,466,000","-76,443,000","862,757,000","237,751,000","-322,346,000","-69,439,000","-9,188,546,000","-4,316,238,000","2,584,832,000","-278,090,000","-1,881,851,000","187,524,000","868,002,000","-479,440,000",,,,"-9,053,000",,,,,,,,
NormalizedEBITDA,"10,811,596,000","3,708,982,000","2,958,219,000","1,053,454,000","3,090,941,000","4,766,479,000","360,015,000","5,586,150,000","2,344,846,000","-2,361,766,000","2,430,247,000","2,402,829,000","4,331,444,000","5,648,178,000","1,551,393,000","26,337,459,000","-2,745,410,000","-2,916,562,000","-2,295,050,000","911,215,000","2,078,305,000","-1,688,182,000","-2,194,709,000","723,409,000","2,456,714,000","-3,748,556,000","-116,259,000","1,261,117,000","881,991,000","-2,668,762,000","6,918,440,000","959,996,000","3,193,258,000","2,798,801,000","4,407,590,000","1,674,340,000","3,590,185,000","2,094,889,000","2,128,353,000","2,021,140,000","1,453,265,000","-944,266,000","931,194,000","1,421,406,000","1,966,940,000","9,302,580,000","788,719,000","2,801,430,000","2,883,192,000"
TaxRateForCalcs,"0.34","0.34","0.34","0.34","0.282","0.002","0.34","0.335","0.34","0.049","0.349","0.348","0.34","0.129","0.329","0.34","0.34","0.028","0.34","0.34","0.263","0.34","0.041","0.34","0.235","0.34","0.34","0.34","0.34","0.157","0.283","0.261","0.354","0.34","0.232","0.34","0.212","0.34","0.022","0.325","0.352","0.34","0.34","0.13","0.266","0.285","0.268","0.34","0.287"
TaxEffectOfUnusualItems,"324,021,700","-386,839,420","-39,273,060","647,898,560","84,798,413.378","10,743,652.679","-18,500,760","94,487,924.564","26,048,080","139,834.019","121,598,409.387","25,604,591.561","136,070,040","-1,357,979,133.656","697,649,114.741","-889,135,360","317,384,900","-36,732,596.912","52,267,180","-111,832,460","256,373,135.055","222,052,640","35,459,582.92","103,178,440","-17,952,953.36","293,337,380","80,835,340","-109,597,640","-23,609,260","-1,439,638,193.567","-1,219,404,710.363","674,353,227.155","-98,427,833.873","-639,829,340","43,566,699.488","295,120,680","-101,737,264.374","0","0","0","-3,183,622.535","0","0","0","0","0","0","0","0"
