name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
NormalizedIncome,"538,000,000","-1,792,000,000","-155,000,000","1,225,000,000","1,278,000,000","1,164,000,000","1,001,000,000","1,041,000,000","1,245,000,000","1,938,210,996.871","270,250,000","1,143,000,000","1,107,000,000","1,199,000,000","892,602,334.63","965,000,000","1,123,000,000","709,000,000","1,012,994,186.047","783,000,000","1,079,000,000","953,000,000","689,000,000","601,000,000","704,000,000","624,000,000","-1,315,000,000","188,000,000","577,000,000","911,000,000","-184,000,000","538,700,000","430,000,000","1,899,381,588.194","-139,000,000","954,261,477.046","2,079,094,339.623","1,614,990,958.409","1,823,361,445.783","1,140,000,000","2,272,756,288.429","1,757,890,440.387","2,633,000,000","1,380,000,000","1,561,000,000","1,887,683,751.363","1,780,849,717.514","2,197,321,527.393","1,486,000,000","1,442,000,000","428,539,134.586","1,699,876,404.494","2,013,529,867.88","2,240,815,033.161","279,875,425.97","1,406,716,120.745","1,669,349,190.6","1,245,007,208.388","1,075,535,496.24","1,063,972,972.973","1,091,589,356.11","909,582,709.892","1,034,356,031.36","769,414,680","730,475,288.189","746,825,869.742","604,625,317.62","603,537,909.704","455,170,882.196","581,485,736.041","138,843,542.85","394,977,373.421","919,886,867.47","644,897,330","598,033,658.324","696,390,322.581","792,910,867.752","591,162,031.165","575,179,655.216","649,819,416.874","552,280,308.634","927,000,163.072","944,148,209.081","328,104,901.856","336,463,749.707","325,277,630.4","316,673,252","263,072,212.219","310,770,684.631","259,499,974.8","535,123,463","230,755,016.8","198,119,117.8","200,000,240","161,180,952","159,058,740","159,364,584","158,071,698","141,889,571","132,083,250","129,699,300","130,327,200","114,492,078","111,228,048","114,757,854","118,889,472","128,360,896","105,864,400","107,408,204","103,640,128","86,918,910","120,936,183","164,370,739","177,310,380","-53,428,781","216,142,395","235,430,504","220,997,044",,,,,,,,
InterestIncome,"31,219,000,000","4,556,000,000","17,586,000,000","4,488,000,000","4,566,000,000","4,420,000,000","4,692,000,000","4,256,000,000","4,302,000,000","4,288,000,000","7,835,000,000","4,399,000,000","4,481,000,000","4,322,000,000","7,072,000,000","4,310,000,000","9,550,000,000","4,152,000,000","7,059,000,000","4,490,000,000","3,858,000,000","3,663,000,000","11,970,000,000","3,830,000,000","3,647,000,000","3,391,000,000","12,659,000,000","3,551,000,000","3,679,000,000","3,623,000,000","15,042,000,000","3,880,000,000","3,741,000,000","3,597,000,000","14,512,000,000","3,286,000,000","5,932,000,000","5,569,000,000","5,374,000,000","3,245,000,000","5,364,000,000","5,093,000,000","5,450,000,000","3,434,000,000","3,586,000,000","3,272,000,000","21,989,000,000","2,971,000,000","2,951,000,000","2,734,000,000","18,595,279,140","2,381,000,000","5,846,625,780","2,199,000,000","13,729,692,316.55","1,999,000,000","4,621,500,301.6","1,933,000,000","11,124,916,745.9","1,779,000,000","1,697,000,000","1,528,000,000","1,396,751,463.68","3,396,052,140","3,317,072,640","3,072,133,100","2,647,732,507.03","3,044,509,650","3,344,335,280","3,467,882,250","3,563,406,740.28","4,300,767,020","4,785,376,400","4,598,378,400","3,506,376,627.72","5,734,384,800","5,740,631,400","5,930,352,250","6,394,045,020","5,516,389,560","4,121,554,060","3,707,040,900","6,278,555,364","2,503,089,864","2,863,796,910","2,671,817,228","2,671,796,014","2,624,449,366","2,437,349,150","2,443,559,767","2,077,489,687","2,313,773,140","2,233,389,589","2,108,623,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,"3,346,000,000",,,,,"3,278,000,000",,,,"2,687,000,000",,,,"2,637,000,000",,,,,,,,,,,,,,,,,,"2,718,000,000","2,394,000,000","2,236,000,000",,"1,813,000,000","1,707,000,000","1,860,000,000",,,,,,,,,,"3,540,185,840",,,,"2,594,797,951.2",,,,,,"1,741,357,737.6","1,584,234,600","1,500,307,200","1,390,373,580","1,400,563,034.35","1,370,844,300","1,649,570,780","1,822,262,750","2,095,124,166.55","2,566,080,440","2,645,344,800","2,486,199,100","1,755,858,742.7","3,288,709,200","3,621,574,800","3,848,165,050","4,117,547,500","3,746,746,300","2,612,977,090","2,256,869,100","3,737,220,676","1,459,878,552","1,785,369,560","1,566,471,522","1,799,971,104","1,575,399,364","1,451,644,425","1,444,297,305","1,383,619,538","1,448,509,468","1,378,968,714","1,367,243,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"18,360,000,000","4,556,000,000","4,727,000,000","4,488,000,000","4,566,000,000","4,420,000,000","4,692,000,000","4,256,000,000","4,302,000,000","4,288,000,000","4,556,000,000","4,399,000,000","4,481,000,000","4,322,000,000","4,385,000,000","4,310,000,000","4,213,000,000","4,152,000,000","4,422,000,000","4,490,000,000","3,858,000,000","3,663,000,000","3,514,000,000","3,830,000,000","3,647,000,000","3,391,000,000","3,047,000,000","3,551,000,000","3,679,000,000","3,623,000,000","3,902,000,000","3,880,000,000","3,741,000,000","3,597,000,000","3,484,000,000","3,286,000,000","3,214,000,000","3,175,000,000","3,138,000,000","3,245,000,000","3,551,000,000","3,386,000,000","3,590,000,000","3,434,000,000","3,586,000,000","3,272,000,000","3,271,000,000","2,971,000,000","2,951,000,000","2,734,000,000","2,638,513,590","2,381,000,000","2,306,439,940","2,199,000,000","2,514,131,568.03","1,999,000,000","2,026,702,350.4","1,933,000,000","2,199,497,059.61","1,779,000,000","1,697,000,000","1,528,000,000","-344,606,273.92","1,811,817,540","1,816,765,440","1,681,759,520","1,247,169,472.68","1,673,665,350","1,694,764,500","1,645,619,500","1,468,282,573.73","1,734,686,580","2,140,031,600","2,112,179,300","1,750,517,885.02","2,445,675,600","2,119,056,600","2,082,187,200","2,276,497,520","1,769,643,260","1,508,576,970","1,450,171,800","2,541,334,688","1,043,211,312","1,078,427,350","1,105,345,706","871,824,910","1,049,050,002","985,704,725","999,262,462","693,870,149","865,263,672","854,420,875","741,380,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"1,604,000,000","397,000,000","406,000,000","403,000,000","398,000,000","392,000,000","305,000,000","297,000,000","295,000,000","307,000,000","330,000,000","345,000,000","359,000,000","354,000,000","365,000,000","372,000,000","345,000,000","344,000,000","340,000,000","360,000,000","299,000,000","291,000,000","311,000,000","286,000,000","286,000,000","279,000,000","257,000,000","283,000,000","279,000,000","276,000,000","286,000,000","262,000,000","236,000,000","232,000,000","227,000,000","216,000,000","208,000,000","196,000,000","199,000,000","197,000,000","191,000,000","174,000,000","169,000,000","174,000,000","178,000,000","175,000,000","187,000,000","174,000,000","161,000,000","177,000,000",,"147,000,000",,"120,000,000",,"115,000,000",,"128,000,000",,"117,000,000","105,000,000","102,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"538,000,000","-1,792,000,000","-155,000,000","1,225,000,000","1,278,000,000","1,164,000,000","1,001,000,000","1,041,000,000","1,245,000,000","1,340,000,000","70,000,000","1,143,000,000","1,107,000,000","1,199,000,000","678,000,000","965,000,000","1,123,000,000","709,000,000","940,000,000","783,000,000","1,079,000,000","953,000,000","689,000,000","601,000,000","704,000,000","624,000,000","-1,315,000,000","188,000,000","577,000,000","911,000,000","-373,000,000","146,000,000","430,000,000","1,005,000,000","-139,000,000","804,000,000","1,189,000,000","1,150,000,000","938,000,000","1,140,000,000","1,541,000,000","1,352,000,000","416,000,000","1,380,000,000","1,561,000,000","1,238,000,000","1,064,000,000","1,392,000,000","1,486,000,000","1,442,000,000","1,379,793,020","1,339,000,000","1,686,611,910","1,951,000,000","279,875,425.97","1,121,000,000","1,669,349,190.6","1,020,000,000","1,075,535,496.24","915,000,000","998,000,000","816,000,000","1,034,356,031.36","730,999,620","680,467,200","666,372,860","484,809,834.24","571,328,100","651,832,500","512,540,000","68,022,464.97","488,102,120","577,788,400","586,270,300","392,688,928.22","582,878,700","708,313,200","553,651,750","668,171,140","533,953,860","586,843,790","445,723,800","911,655,706","276,749,352","328,502,590","231,027,378","316,673,252","221,638,648","258,835,150","182,173,662","535,123,463","186,328,408","201,155,086","148,276,040","161,180,952","159,058,740","159,364,584","158,071,698","141,889,571","132,083,250","129,699,300","130,327,200","114,492,078","111,228,048","114,757,854","118,889,472","128,360,896","105,864,400","107,408,204","103,640,128","86,918,910","120,936,183","164,370,739","177,310,380","-53,428,781","216,142,395","235,430,504","220,997,044",,,,,,,,
TotalUnusualItemsExcludingGoodwill,,,,,,"-23,000,000",,,,"-823,000,000","-267,000,000",,,,"-284,000,000",,,,"-93,000,000",,,,,,,,,,,,"-270,000,000","-561,000,000",,"-1,085,000,000",,"-166,000,000","-1,020,000,000","-598,000,000","-994,000,000",,"-964,000,000","-559,000,000","-2,217,000,000",,,"-880,000,000","-797,000,000","-976,000,000",,,"1,328,020,630","-477,000,000","-441,045,690","-389,000,000",,"-377,000,000",,"-313,000,000",,"-212,000,000","-133,000,000","-130,000,000",,"-55,488,420","-68,866,560","-117,690,700","-199,692,472.3","-52,328,850","245,958,130","-97,016,500","-118,035,129.8","117,468,560","-346,270,400","-86,047,500","-342,241,216.84","-178,925,100","-129,426,000","-57,077,500","125,815,320","-162,113,380","49,341,070","-764,845,300","-43,423,918","-63,973,152","-11,011,260","-157,083,754",,"-56,852,180","-78,597,725","-128,877,188",,"-74,044,348","5,059,947","-86,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,"-23,000,000",,,,"-823,000,000","-267,000,000",,,,"-284,000,000",,,,"-93,000,000",,,,,,,,,,,,"-270,000,000","-561,000,000",,"-1,085,000,000",,"-166,000,000","-1,020,000,000","-598,000,000","-994,000,000",,"-964,000,000","-559,000,000","-2,217,000,000",,,"-880,000,000","-797,000,000","-976,000,000",,,"1,328,020,630","-477,000,000","-441,045,690","-389,000,000",,"-377,000,000",,"-313,000,000",,"-212,000,000","-133,000,000","-130,000,000",,"-55,488,420","-68,866,560","-117,690,700","-199,692,472.3","-52,328,850","245,958,130","-97,016,500","-118,035,129.8","117,468,560","-346,270,400","-86,047,500","-342,241,216.84","-178,925,100","-129,426,000","-57,077,500","125,815,320","-162,113,380","49,341,070","-764,845,300","-43,423,918","-63,973,152","-11,011,260","-157,083,754",,"-56,852,180","-78,597,725","-128,877,188",,"-74,044,348","5,059,947","-86,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.4","0.4","0.25","0.259","0.275","0.286","0.268","0.273","0.286","0.273","0.25","0.277","0.277","0.277","0.244","0.271","0.272","0.271","0.215","0.228","0.267","0.268","0.101","0.249","0.267","0.268","0.353","0.035","0.251","0.261","0.3","0.3","0.3","0.176","0.3","0.095","0.127","0.222","0.109","0.223","0.241","0.274","0","0.235","0.221","0.262","0.101","0.175","0.283","0.253","0.284","0.243","0.259","0.255","0.4","0.242","0.232","0.281","0.262","0.297","0.296","0.28","0.091","0.308","0.274","0.316","0.4","0.384","0.2","0.289","0.4","0.207","0.012","0.319","0.4","0.366","0.346","0.343","0.261","0.285","0.299","0.371","0.252","0.197","0.277","0.4","0.015","0.271","0.339","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",,,,,,,,
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","-224,789,003.129","-66,750,000","0","0","0","-69,397,665.37","0","0","0","-20,005,813.953","0","0","0","0","0","0","0","0","0","0","0","-81,000,000","-168,300,000","0","-190,618,411.806","0","-15,738,522.954","-129,905,660.377","-133,009,041.591","-108,638,554.217","0","-232,243,711.571","-153,109,559.613","0","0","0","-230,316,248.637","-80,150,282.486","-170,678,472.607","0","0","376,766,744.586","-116,123,595.506","-114,127,732.12","-99,184,966.839","0","-91,283,879.255","0","-87,992,791.612","0","-63,027,027.027","-39,410,643.89","-36,417,290.108","0","-17,073,360","-18,858,471.811","-37,237,690.258","-79,876,988.92","-20,119,040.296","49,296,512.196","-28,070,763.959","-47,214,051.92","24,343,813.421","-4,171,932.53","-27,420,470","-136,896,486.736","-65,413,477.419","-44,828,332.248","-19,567,218.835","32,823,835.216","-46,247,823.126","14,777,588.634","-283,568,936.928","-10,931,414.919","-12,617,602.144","-3,050,100.293","-62,833,501.6","0","-15,418,615.781","-26,662,190.369","-51,550,875.2","0","-29,617,739.2","2,023,978.8","-34,482,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,
