name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
NormalizedIncome,"4,257,000,000","1,150,000,000","1,067,000,000","602,000,000","1,438,000,000","2,162,000,000","306,000,000","1,822,000,000","1,222,000,000","1,323,000,000","-1,745,000,000","1,223,000,000","1,253,000,000","1,337,000,000","142,000,000","1,130,000,000","689,000,000","1,029,000,000","219,000,000","648,000,000","649,000,000","705,000,000","700,000,000","1,096,000,000","934,000,000","792,000,000","1,345,000,000","926,000,000","299,000,000","548,000,000","192,750,000","189,250,000","-46,500,000","1,206,000,000","-253,760,000","-1,068,368,538.077","771,996,240.602","985,000,000","1,794,000,000","-247,852,544.91","-2,378,000,000","1,140,000,000","868,000,000","-172,000,000","1,774,000,000","-1,068,000,000","-1,870,000,000","510,000,000","1,008,000,000","858,803,850","1,074,002,500","1,069,221,200","1,099,917,500","987,524,400","1,083,813,450","972,846,800","946,397,100","949,612,400","901,324,600","745,105,200","842,662,400","800,920,700","751,466,850","720,097,950","660,989,750","427,131,250","417,305,950","394,039,400","388,602,500","338,318,500","369,107,800","323,584,800","343,723,400","335,034,000","334,498,100","249,592,600","309,590,400","273,980,400","287,023,520","315,972,300","242,993,880","225,033,650","244,820,684","224,391,123","201,286,800","205,739,440"
InterestIncome,"14,401,000,000","3,421,000,000","3,877,000,000","3,489,000,000","3,614,000,000","3,496,000,000","3,640,000,000","3,433,000,000","3,614,000,000",,"3,501,000,000","3,266,000,000","3,410,000,000","3,210,000,000","3,478,000,000","3,148,000,000","3,102,000,000","3,082,000,000","3,144,000,000","2,923,000,000","3,136,000,000","2,804,000,000","2,825,000,000","2,670,000,000","2,716,000,000","2,612,000,000","2,644,000,000","2,544,000,000","2,501,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,360,000,000","369,000,000","325,000,000","348,000,000","318,000,000","328,000,000","359,000,000","312,000,000","318,000,000","286,000,000","295,000,000","306,000,000","279,000,000","259,000,000","266,000,000","288,000,000","258,000,000","201,000,000","252,000,000","282,000,000","251,000,000","316,000,000","309,000,000","284,000,000","244,000,000","294,000,000","177,000,000","265,000,000","308,000,000","295,000,000","119,000,000","246,000,000","314,000,000","288,000,000","288,000,000","353,000,000","327,000,000","281,000,000","276,000,000","242,000,000","262,000,000","297,000,000","261,000,000","279,000,000","543,000,000","218,000,000","372,000,000","237,000,000","273,000,000","303,710,800","235,052,600","299,103,700","191,475,000","306,870,900","264,718,750","254,368,200","227,980,500","214,654,400","200,736,400","193,820,200","199,642,400","193,576,000","156,098,150","155,662,650","111,282,250","65,712,500","62,727,550","64,773,600","63,861,250","61,779,900","63,759,400","66,620,400","59,315,100","54,243,600","67,436,000","66,347,400","57,668,800","66,133,200","55,338,570","46,643,530","47,413,440","40,651,240","58,296,596","34,092,168",,
NetInterestIncome,"-1,360,000,000","-369,000,000","-325,000,000","-348,000,000","-318,000,000","-328,000,000","-359,000,000","-312,000,000","-318,000,000","-286,000,000","-295,000,000","-306,000,000","-279,000,000","-259,000,000","-266,000,000","-288,000,000","-258,000,000","-201,000,000","-252,000,000","-282,000,000","-251,000,000","-316,000,000","-309,000,000","-284,000,000","-244,000,000","-294,000,000","-177,000,000","-265,000,000","-308,000,000","-295,000,000","-119,000,000","-246,000,000","-314,000,000","-288,000,000","-288,000,000","-353,000,000","-327,000,000","-281,000,000","-276,000,000","-242,000,000","-262,000,000","-297,000,000","-261,000,000","-279,000,000","-543,000,000","-218,000,000","-372,000,000","-237,000,000","-273,000,000","-303,710,800","-235,052,600","-299,103,700","-191,475,000","-306,870,900","-264,718,750","-254,368,200","-227,980,500","-214,654,400","-200,736,400","-193,820,200","-199,642,400","-193,576,000","-156,098,150","-155,662,650","-111,282,250","-65,712,500","-62,727,550","-64,773,600","-63,861,250","-61,779,900","-63,759,400","-66,620,400","-59,315,100","-54,243,600","-67,436,000","-66,347,400","-57,668,800","-66,133,200","-55,338,570","-46,643,530","-47,413,440","-40,651,240","-58,296,596","-34,092,168",,
EBIT,"6,760,000,000","2,073,000,000","1,550,000,000","1,063,000,000","2,074,000,000","2,852,000,000","718,000,000","2,223,000,000","1,853,000,000","2,000,000,000","-1,828,000,000","1,575,000,000","1,897,000,000","1,996,000,000","-19,000,000","1,602,000,000","1,205,000,000","1,554,000,000","388,000,000","1,270,000,000","901,000,000","1,160,000,000","1,033,000,000","1,676,000,000","1,455,000,000","1,231,000,000","2,031,000,000","1,383,000,000","513,000,000","865,000,000","1,176,000,000","-451,000,000","-167,000,000","1,578,000,000","407,000,000","-1,446,000,000","859,000,000","1,577,000,000","2,431,000,000","-1,094,000,000","-3,084,000,000","1,652,000,000","1,242,000,000","-422,000,000","2,238,000,000","-1,909,000,000","-2,224,000,000","914,000,000","1,618,000,000","303,710,800","5,841,052,600","299,103,700","191,475,000","306,870,900","5,600,718,750","254,368,200","227,980,500","214,654,400","4,522,736,400","193,820,200","199,642,400","193,576,000","3,595,098,150","155,662,650","111,282,250","65,712,500","1,914,727,550","64,773,600","63,861,250","61,779,900","1,737,759,400","66,620,400","59,315,100","54,243,600","1,430,436,000","66,347,400","57,668,800","66,133,200","55,338,570","46,643,530","47,413,440","40,651,240","58,296,596","34,092,168",,
ReconciledDepreciation,"645,000,000","174,000,000","162,000,000","152,000,000","157,000,000","155,000,000","261,000,000","177,000,000","170,000,000","139,000,000","155,000,000","140,000,000","134,000,000","131,000,000","144,000,000","282,000,000","130,000,000","137,000,000","141,000,000","135,000,000","172,000,000","132,000,000","123,000,000","117,000,000","109,000,000","113,000,000","114,000,000","107,000,000","101,000,000","104,000,000","107,000,000","96,000,000","92,000,000","95,000,000","101,000,000","86,000,000","79,000,000","79,000,000","76,000,000","72,000,000","66,000,000","66,000,000","59,000,000","82,000,000","80,000,000","83,000,000","80,000,000","72,000,000","126,895,800","4,104,200","215,415,800","-150,357,050","100,576,250","115,365,000","583,338,950","189,070,250","-3,399,600","167,990,400","499,471,000","187,064,200","37,057,950","25,406,850","502,885,200","-31,679,200",,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"4,257,000,000","1,150,000,000","1,067,000,000","602,000,000","1,438,000,000","2,162,000,000","306,000,000","1,822,000,000","1,222,000,000","1,323,000,000","-1,745,000,000","1,223,000,000","1,253,000,000","1,337,000,000","142,000,000","1,130,000,000","689,000,000","1,029,000,000","219,000,000","648,000,000","649,000,000","705,000,000","700,000,000","1,096,000,000","934,000,000","792,000,000","1,345,000,000","926,000,000","299,000,000","548,000,000","954,000,000","-227,000,000","-300,000,000","1,206,000,000","-69,000,000","-1,277,000,000","491,000,000","985,000,000","1,794,000,000","-947,000,000","-2,378,000,000","1,140,000,000","868,000,000","-172,000,000","1,774,000,000","-1,068,000,000","-1,870,000,000","510,000,000","1,008,000,000","858,803,850","1,074,002,500","1,069,221,200","1,099,917,500","987,524,400","1,083,813,450","972,846,800","946,397,100","949,612,400","901,324,600","745,105,200","842,662,400","800,920,700","751,466,850","720,097,950","660,989,750","427,131,250","417,305,950","394,039,400","388,602,500","338,318,500","369,107,800","323,584,800","343,723,400","335,034,000","334,498,100","249,592,600","309,590,400","273,980,400","287,023,520","315,972,300","242,993,880","225,033,650","244,820,684","224,391,123","201,286,800","205,739,440"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"1,015,000,000","-555,000,000","-338,000,000",,"248,000,000","-317,000,000","-302,000,000",,"0","-1,039,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"1,015,000,000","-555,000,000","-338,000,000",,"248,000,000","-317,000,000","-302,000,000",,"0","-1,039,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.19","0.35","0.073","0.14","0.137","0.115","0.12","0.003","0.16","0.197","0.2","0.01","0.188","0.199","0.265","0.089","0.244","0.22","0.265","0.32","0.265","0.137","0.023","0.206","0.193","0.142","0.268","0.154","0.25","0.026","0.25","0.25","0.25","0.047","0.255","0.342","0.07","0.237","0.158","0.327","0.29","0.153","0.139","0.29","0.29","0.29","0.28","0.251","0.258","0","0.051","0","0","0","0.062","0","0","0","0.07","0","0","0","0.076","0","0","0","0.034","0","0","0","0.04","0","0","0","0.071","0","0","0","0","0","0","0","0","0","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","253,750,000","-138,750,000","-84,500,000","0","63,240,000","-108,368,538.077","-21,003,759.398","0","0","-339,852,544.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
