name,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,11/30/1991,11/30/1990,11/30/1989,11/30/1988,11/30/1987,11/30/1986
			LongTermDebt,"9,738,000,000","9,675,000,000","8,893,000,000","9,080,000,000","9,134,000,000","7,897,000,000","8,297,000,000","8,172,000,000","7,445,000,000","6,993,000,000","7,723,000,000","7,635,000,000","7,796,000,000","8,357,000,000","8,320,000,000","8,183,000,000","7,990,000,000","7,413,000,000","6,604,000,000","6,648,000,000","6,944,000,000","7,363,000,000","6,967,000,000","7,880,000,000","7,992,000,000","8,092,000,000","7,792,000,000","7,848,000,000","7,622,000,000","7,168,000,000","8,289,000,000","8,392,000,000","7,964,000,000","8,053,000,000","7,714,000,000","8,678,000,000","7,815,000,000","8,011,000,000","7,644,000,000","7,681,000,000","8,933,000,000","9,097,000,000","8,373,000,000","8,317,000,000","7,690,000,000","7,735,000,000","8,345,000,000","7,689,000,000","6,271,000,000","6,313,000,000","5,735,000,000","5,425,000,000","6,172,000,000","6,355,000,000","6,556,000,000","6,045,000,000","5,661,000,000","5,727,000,000","6,274,000,000","6,305,000,000","5,879,000,000","6,291,000,000","6,224,000,000","6,623,000,000","7,247,000,000","6,918,000,000","6,636,160,000","6,707,841,000","3,083,621,000","3,011,969,000","3,044,488,000","3,090,338,000","2,960,019,000","2,954,854,000","2,478,482,000","2,416,693,000","1,854,719,000","2,099,077,000","1,475,831,000","871,048,000","865,666,000","867,515,000","1,184,500,000","1,241,000,000","1,355,600,000","1,563,014,000","1,374,900,000","1,557,000,000","1,189,800,000","1,015,294,000","926,500,000","937,100,000","1,116,200,000","1,316,632,000","1,059,500,000","1,353,800,000","1,479,400,000","1,150,031,000","1,072,400,000","996,900,000","1,128,400,000","1,161,904,000","1,054,300,000","896,200,000","991,400,000","1,031,200,000","660,500,000","783,000,000","829,900,000","776,600,000","921,700,000","1,069,000,000","819,800,000","76,400,000","90,200,000","185,200,000"
			LongTermCapitalLeaseObligation,"1,312,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"712,000,000","706,000,000",,"732,000,000","721,000,000","713,000,000","736,000,000","651,000,000","676,000,000",,"786,000,000",,,,,,,,,,,,,,,,,,,"548,000,000","299,000,000","277,544,000","307,495,000","190,003,000","170,814,000","167,877,000","165,393,000","165,612,000","157,998,000","145,984,000","143,839,000","149,582,000","146,332,000","91,606,000","91,235,000","89,409,000","82,680,000",,,,"63,036,000",,,,"20,241,000",,,,"91,630,000",,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,003,000","170,814,000","167,877,000","165,393,000","165,612,000","157,998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"712,000,000","706,000,000",,"732,000,000","721,000,000","713,000,000","736,000,000","651,000,000","676,000,000",,"786,000,000",,,,,,,,,,,,,,,,,,,"548,000,000","299,000,000","277,544,000","307,495,000","190,003,000","170,814,000","167,877,000","165,393,000","165,612,000","157,998,000","145,984,000","143,839,000","149,582,000","146,332,000","91,606,000","91,235,000","89,409,000","82,680,000",,,,"63,036,000",,,,"20,241,000",,,,"91,630,000",,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,000,000","25,670,000","99,529,000","19,213,000","114,356,000","184,187,000","302,281,000","450,055,000","379,683,000","383,655,000","596,291,000","363,288,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"887,000,000","891,000,000","881,000,000","947,000,000","913,000,000","857,000,000","782,000,000","771,000,000","763,000,000","769,000,000","779,000,000","794,000,000","782,000,000","910,000,000","1,012,000,000","1,036,000,000","1,167,000,000","1,097,000,000","1,091,000,000","1,028,000,000","1,008,000,000","960,000,000","817,000,000","880,000,000","755,000,000","736,000,000","853,000,000","796,000,000","748,000,000","724,000,000","664,000,000","782,000,000","802,000,000","647,000,000","679,000,000","712,000,000",,"693,000,000",,,,,"651,000,000",,"652,000,000",,"783,000,000","764,000,000","741,000,000","645,000,000","598,000,000","574,000,000","595,000,000","572,000,000","621,000,000","652,000,000","581,000,000","541,000,000","571,000,000","543,000,000","460,000,000","551,000,000","530,000,000","593,000,000",,,,,,,,,,,,,,,,,,,"75,400,000","82,800,000","88,900,000",,"52,500,000","23,900,000","22,500,000",,"75,500,000","89,700,000","91,300,000",,"16,800,000","17,100,000","17,200,000","15,873,000","15,500,000","14,600,000","13,900,000","14,028,000","16,300,000","15,100,000","21,000,000","10,500,000","10,100,000","8,900,000","8,600,000","9,400,000","6,200,000","4,100,000","3,200,000",,,
TotalEquityGrossMinorityInterest,"24,290,000,000","25,365,000,000","25,295,000,000","24,108,000,000","24,241,000,000","24,443,000,000","24,654,000,000","23,933,000,000","24,382,000,000","24,216,000,000","24,172,000,000","22,964,000,000","22,660,000,000","22,597,000,000","22,900,000,000","22,791,000,000","22,625,000,000","23,771,000,000","24,353,000,000","23,252,000,000","23,350,000,000","24,288,000,000","25,157,000,000","24,365,000,000","24,470,000,000","24,556,000,000","24,260,000,000","23,280,000,000","23,523,000,000","23,929,000,000","24,193,000,000","23,026,000,000","23,653,000,000","23,832,000,000","24,752,000,000","23,852,000,000","23,435,000,000","23,031,000,000","22,595,000,000","20,864,000,000","21,419,000,000","22,035,000,000","21,560,000,000","20,385,000,000","19,154,000,000","19,098,000,000","20,321,000,000","19,930,000,000","19,740,000,000","19,963,000,000","19,708,000,000","18,579,000,000","18,338,000,000","18,210,000,000","17,879,000,000","17,095,000,000","17,179,000,000","16,972,000,000","17,090,000,000","16,060,000,000","16,017,000,000","15,760,000,000","15,302,000,000","14,397,000,000","14,182,000,000","13,793,000,000","13,568,744,000","12,993,576,000","7,537,032,000","7,417,903,000","7,291,703,000","6,834,592,000","6,660,499,000","6,590,777,000","6,546,416,000","6,053,790,000","5,942,562,000","5,870,617,000","5,769,186,000","5,815,595,000","6,025,623,000","5,931,247,000","5,742,200,000","5,381,200,000","5,247,700,000","4,418,160,000","4,236,200,000","3,915,000,000","3,677,200,000","3,605,098,000","3,495,200,000","3,230,300,000","3,149,300,000","3,030,884,000","2,937,200,000","2,624,300,000","2,396,300,000","2,344,873,000","2,283,900,000","2,094,200,000","1,977,800,000","1,928,934,000","1,882,800,000","1,732,300,000","1,673,800,000","1,627,200,000","1,596,400,000","1,462,800,000","1,416,900,000","1,384,800,000","1,171,100,000","1,036,100,000","893,200,000","752,300,000","635,500,000","207,800,000"
	StockholdersEquity,"24,290,000,000","25,365,000,000","25,295,000,000","24,108,000,000","24,242,000,000","24,443,000,000","24,654,000,000","23,933,000,000","24,382,000,000","24,216,000,000","24,172,000,000","22,964,000,000","22,660,000,000","22,597,000,000","22,900,000,000","22,791,000,000","22,625,000,000","23,771,000,000","24,353,000,000","23,252,000,000","23,350,000,000","24,288,000,000","25,157,000,000","24,365,000,000","24,470,000,000","24,556,000,000","24,260,000,000","23,280,000,000","23,523,000,000","23,929,000,000","24,193,000,000","23,026,000,000","23,653,000,000","23,832,000,000","24,752,000,000","23,852,000,000","23,435,000,000","23,031,000,000","22,595,000,000","20,864,000,000","21,419,000,000","22,035,000,000","21,560,000,000","20,385,000,000","19,154,000,000","19,098,000,000","20,321,000,000","19,930,000,000","19,740,000,000","19,963,000,000","19,708,000,000","18,579,000,000","18,338,000,000","18,210,000,000","17,879,000,000","17,095,000,000","17,179,000,000","16,972,000,000","17,090,000,000","16,060,000,000","16,017,000,000","15,760,000,000","15,302,000,000","14,397,000,000","14,182,000,000","13,793,000,000","13,568,744,000","12,993,576,000","7,537,032,000","7,417,903,000","7,291,703,000","6,834,592,000","6,660,499,000","6,590,777,000","6,546,416,000","6,053,790,000","5,942,562,000","5,870,617,000","5,769,186,000","5,815,595,000","6,025,623,000","5,931,247,000","5,594,300,000","5,242,500,000","5,113,900,000","4,285,476,000","4,104,400,000","3,791,900,000","3,677,200,000","3,605,098,000","3,495,200,000","3,230,300,000","3,149,300,000","3,030,884,000","2,937,200,000","2,624,300,000","2,396,300,000","2,344,873,000","2,283,900,000","2,094,200,000","1,977,800,000","1,928,934,000","1,882,800,000","1,732,300,000","1,673,800,000","1,627,200,000","1,596,400,000","1,462,800,000","1,416,900,000","1,384,800,000","1,171,100,000","1,036,100,000","893,200,000","752,300,000","635,500,000","207,800,000"
		CapitalStock,"366,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","364,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","361,000,000","361,000,000","361,000,000","361,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","358,000,000","358,000,000","358,000,000","355,000,000","354,615,000","353,340,000","5,870,000","5,868,000","5,868,000","5,866,000","6,202,000","6,200,000","6,200,000","6,199,000","6,178,000","6,176,000","6,176,000","6,174,000","6,173,000","6,170,000","6,100,000","6,100,000","6,100,000","5,955,000","6,000,000","5,900,000","3,000,000","2,972,000","3,000,000","3,000,000","3,000,000","2,947,000","2,900,000","2,900,000","2,900,000","2,848,000","2,800,000","2,800,000","2,800,000","2,826,000",,,,,,,,,,,,,,
			CommonStock,"366,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","365,000,000","364,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","363,000,000","361,000,000","361,000,000","361,000,000","361,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","360,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","359,000,000","358,000,000","358,000,000","358,000,000","355,000,000","354,615,000","353,340,000","5,870,000","5,868,000","5,868,000","5,866,000","6,202,000","6,200,000","6,200,000","6,199,000","6,178,000","6,176,000","6,176,000","6,174,000","6,173,000","6,170,000","6,100,000","6,100,000","6,100,000","5,955,000","6,000,000","5,900,000","3,000,000","2,972,000","3,000,000","3,000,000","3,000,000","2,947,000","2,900,000","2,900,000","2,900,000","2,848,000","2,800,000","2,800,000","2,800,000","2,826,000",,,,,,,,,,,,,,
		AdditionalPaidInCapital,"8,829,000,000","8,807,000,000","8,798,000,000","8,785,000,000","8,776,000,000","8,756,000,000","8,741,000,000","8,721,000,000","8,708,000,000","8,690,000,000","8,690,000,000","8,673,000,000","8,660,000,000","8,632,000,000","8,618,000,000","8,605,000,000","8,592,000,000","8,562,000,000","8,505,000,000","8,412,000,000","8,398,000,000","8,384,000,000","8,369,000,000","8,345,000,000","8,333,000,000","8,325,000,000","8,312,000,000","8,284,000,000","8,277,000,000","8,252,000,000","8,218,000,000","8,205,000,000","8,196,000,000","8,180,000,000","8,167,000,000","8,155,000,000","8,148,000,000","8,094,000,000","8,109,000,000","8,059,000,000","7,967,000,000","7,707,000,000","7,695,000,000","7,699,000,000","7,687,000,000","7,677,000,000","7,666,000,000","7,653,000,000","7,626,000,000","7,599,000,000","7,577,000,000","7,556,000,000","7,527,000,000","7,479,000,000","7,438,000,000","7,418,000,000","7,398,000,000","7,381,000,000","7,454,000,000","7,356,000,000","7,340,000,000","7,311,000,000","7,279,000,000","7,263,000,000","7,254,000,000","7,163,000,000","7,105,379,000","7,117,454,000","1,093,230,000","1,089,125,000","1,088,812,000","1,085,808,000","1,809,699,000","1,805,248,000","1,805,050,000","1,801,548,000","1,778,260,000","1,772,897,000","1,772,763,000","1,770,040,000","1,768,584,000","1,757,408,000","1,629,600,000","1,620,800,000","1,617,800,000","880,488,000","880,100,000","871,700,000","872,900,000","866,097,000","865,100,000","862,700,000","862,100,000","819,610,000","812,800,000","741,600,000","597,200,000","594,811,000","594,500,000","593,500,000","546,500,000","544,947,000",,,,,,,,,,,,,,
		RetainedEarnings,"25,527,000,000","26,653,000,000","26,576,000,000","25,138,000,000","25,033,000,000","25,066,000,000","24,921,000,000","23,564,000,000","23,360,000,000","23,292,000,000","23,066,000,000","22,026,000,000","21,939,000,000","21,843,000,000","21,488,000,000","20,320,000,000","19,976,000,000","20,060,000,000","20,023,000,000","19,041,000,000","19,013,000,000","19,242,000,000","19,538,000,000","18,485,000,000","18,573,000,000","18,782,000,000","18,911,000,000","18,170,000,000","18,322,000,000","18,479,000,000","18,969,000,000","17,835,000,000","18,015,000,000","18,349,000,000","18,319,000,000","17,186,000,000","17,178,000,000","17,224,000,000","17,055,000,000","15,830,000,000","15,657,000,000","15,770,000,000","15,577,000,000","14,504,000,000","14,240,000,000","13,980,000,000","13,925,000,000","12,907,000,000","12,832,000,000","12,921,000,000","12,878,000,000","11,778,000,000","11,665,000,000","11,600,000,000","11,402,000,000","10,369,000,000","10,310,000,000","10,233,000,000","10,081,000,000","9,092,000,000","8,847,000,000","8,623,000,000","8,450,000,000","7,526,000,000","7,294,000,000","7,191,000,000","7,085,427,000","6,434,958,000","6,391,097,000","6,325,850,000","6,196,125,000","5,756,972,000","5,624,366,000","5,556,296,000","5,501,532,000","5,076,008,000","4,950,578,000","4,884,023,000","4,758,448,000","4,423,788,000","4,283,203,000","4,176,498,000","3,990,200,000","3,630,400,000","3,482,200,000","3,379,628,000","3,212,600,000","2,912,500,000","2,796,500,000","2,731,213,000","2,620,400,000","2,355,200,000","2,260,500,000","2,207,781,000","2,125,400,000","1,884,200,000","1,803,600,000","1,752,140,000","1,693,500,000","1,505,400,000","1,436,900,000","1,390,589,000","1,341,700,000","1,192,700,000","1,134,600,000","1,089,300,000","1,058,900,000","926,500,000","881,100,000","850,200,000","652,500,000","635,000,000","493,500,000","353,700,000","236,800,000","191,800,000"
		TreasuryStock,"8,404,000,000","8,394,000,000","8,261,000,000","8,104,000,000","8,063,000,000","7,795,000,000","7,533,000,000","6,862,000,000","6,565,000,000","6,349,000,000","6,104,000,000","5,946,000,000","5,864,000,000","5,789,000,000","5,559,000,000","4,851,000,000","4,365,000,000","3,475,000,000","3,162,000,000","3,087,000,000","3,087,000,000","3,087,000,000","3,087,000,000","3,073,000,000","3,074,000,000","3,077,000,000","3,077,000,000","3,066,000,000","3,041,000,000","2,958,000,000","2,923,000,000","2,856,000,000","2,854,000,000","2,851,000,000","2,682,000,000","2,394,000,000","2,395,000,000","2,394,000,000","2,385,000,000","2,357,000,000","2,293,000,000","2,264,000,000","2,271,000,000","2,285,000,000","2,286,000,000","2,296,000,000","2,296,000,000","2,296,000,000","2,297,000,000","2,213,000,000","1,992,000,000","1,887,000,000","1,887,000,000","1,890,000,000","1,843,000,000","1,524,000,000","1,058,000,000","1,144,000,000","1,058,000,000","1,088,000,000","1,058,000,000","1,058,000,000","1,058,000,000","1,058,000,000","1,058,000,000","1,058,000,000","1,058,650,000","1,058,650,000",,"0","0","0","727,637,000","727,637,000","727,637,000","727,637,000","705,137,000","705,137,000","705,137,000","335,143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-2,028,000,000","-2,066,000,000","-2,183,000,000","-2,076,000,000","-1,869,000,000","-1,949,000,000","-1,840,000,000","-1,855,000,000","-1,486,000,000","-1,782,000,000","-1,845,000,000","-2,154,000,000","-2,440,000,000","-2,454,000,000","-2,012,000,000","-1,648,000,000","-1,943,000,000","-1,741,000,000","-1,378,000,000","-1,479,000,000","-1,339,000,000","-616,000,000","-28,000,000","243,000,000","273,000,000","161,000,000","-251,000,000","-473,000,000","-399,000,000","-207,000,000","-434,000,000","-521,000,000","-67,000,000","-209,000,000","585,000,000","542,000,000","141,000,000","-254,000,000","-545,000,000","-1,029,000,000","-273,000,000","462,000,000","199,000,000","107,000,000","-847,000,000","-623,000,000","666,000,000","1,306,000,000","1,219,000,000","1,296,000,000","885,000,000","772,000,000","673,000,000","661,000,000","522,000,000","473,000,000","170,000,000","156,000,000","270,000,000","358,000,000","549,000,000","541,000,000","292,000,000","327,000,000","356,000,000","160,000,000","102,447,000","165,878,000","59,568,000","8,241,000","13,383,000","-1,336,000","-38,076,000","-36,932,000","-25,139,000","-88,935,000","-72,785,000","-75,059,000","-49,805,000","-35,807,000","-18,355,000","1,116,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,000,000","-16,000,000","-17,000,000","-20,000,000","-16,000,000","-19,000,000","-19,000,000","-22,000,000","-18,000,000","-20,474,000","-19,404,000","-12,733,000","-11,181,000","-12,485,000","-12,718,000","-14,055,000","-12,398,000","-13,590,000","-13,393,000","-14,532,000","-12,283,000","-13,259,000","-13,457,000","-13,982,000","-9,945,000","-31,600,000","-14,800,000","7,800,000","19,405,000","5,700,000","1,800,000","4,800,000","4,816,000","6,700,000","9,400,000","23,700,000","546,000","-3,900,000","-4,400,000","-7,400,000","-4,926,000","-6,900,000","-7,500,000","-8,400,000","-9,428,000","541,100,000","539,600,000","539,200,000","537,900,000","537,500,000","536,300,000","535,800,000","534,600,000","518,600,000","401,100,000","399,700,000","398,600,000","398,700,000","16,000,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","147,900,000","138,700,000","133,800,000","132,684,000","131,800,000","123,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"34,028,000,000","35,040,000,000","34,188,000,000","33,188,000,000","33,376,000,000","32,340,000,000","32,951,000,000","32,105,000,000","31,827,000,000","31,209,000,000","31,895,000,000","30,599,000,000","30,456,000,000","30,954,000,000","31,220,000,000","30,974,000,000","30,615,000,000","31,184,000,000","30,957,000,000","29,900,000,000","30,294,000,000","31,651,000,000","32,124,000,000","32,245,000,000","32,462,000,000","32,648,000,000","32,052,000,000","31,128,000,000","31,145,000,000","31,097,000,000","32,482,000,000","31,418,000,000","31,617,000,000","31,885,000,000","32,466,000,000","32,530,000,000","31,250,000,000","31,042,000,000","30,239,000,000","28,545,000,000","30,352,000,000","31,132,000,000","29,933,000,000","28,702,000,000","26,844,000,000","26,833,000,000","28,666,000,000","27,619,000,000","26,011,000,000","26,276,000,000","25,443,000,000","24,004,000,000","24,510,000,000","24,565,000,000","24,435,000,000","23,140,000,000","22,840,000,000","22,699,000,000","23,364,000,000","22,365,000,000","21,896,000,000","22,051,000,000","21,526,000,000","21,020,000,000","21,429,000,000","20,711,000,000","20,204,904,000","19,701,417,000","10,620,653,000","10,429,872,000","10,336,191,000","9,924,930,000","9,620,518,000","9,545,631,000","9,024,898,000","8,470,483,000","7,797,281,000","7,969,694,000","7,245,017,000","6,686,643,000","6,891,289,000","6,798,762,000","6,778,800,000","6,483,500,000","6,469,500,000","5,848,490,000","5,479,300,000","5,348,900,000","4,867,000,000","4,620,392,000","4,421,700,000","4,167,400,000","4,265,500,000","4,347,516,000","3,996,700,000","3,978,100,000","3,875,700,000","3,494,904,000","3,356,300,000","3,091,100,000","3,106,200,000","3,090,838,000","2,937,100,000","2,628,500,000","2,665,200,000","2,658,400,000","2,256,900,000","2,245,800,000","2,246,800,000","2,161,400,000","2,092,800,000","2,105,100,000","1,713,000,000","828,700,000","725,700,000","393,000,000"
CommonStockEquity,"24,290,000,000","25,365,000,000","25,295,000,000","24,108,000,000","24,242,000,000","24,443,000,000","24,654,000,000","23,933,000,000","24,382,000,000","24,216,000,000","24,172,000,000","22,964,000,000","22,660,000,000","22,597,000,000","22,900,000,000","22,791,000,000","22,625,000,000","23,771,000,000","24,353,000,000","23,252,000,000","23,350,000,000","24,288,000,000","25,157,000,000","24,365,000,000","24,470,000,000","24,556,000,000","24,260,000,000","23,280,000,000","23,523,000,000","23,929,000,000","24,193,000,000","23,026,000,000","23,653,000,000","23,832,000,000","24,752,000,000","23,852,000,000","23,435,000,000","23,031,000,000","22,595,000,000","20,864,000,000","21,419,000,000","22,035,000,000","21,560,000,000","20,385,000,000","19,154,000,000","19,098,000,000","20,321,000,000","19,930,000,000","19,740,000,000","19,963,000,000","19,708,000,000","18,579,000,000","18,338,000,000","18,210,000,000","17,879,000,000","17,095,000,000","17,179,000,000","16,972,000,000","17,090,000,000","16,060,000,000","16,017,000,000","15,760,000,000","15,302,000,000","14,397,000,000","14,182,000,000","13,793,000,000","13,568,744,000","12,993,576,000","7,537,032,000","7,417,903,000","7,291,703,000","6,834,592,000","6,660,499,000","6,590,777,000","6,546,416,000","6,053,790,000","5,942,562,000","5,870,617,000","5,769,186,000","5,815,595,000","6,025,623,000","5,931,247,000","5,594,300,000","5,242,500,000","5,113,900,000","4,285,476,000","4,104,400,000","3,791,900,000","3,677,200,000","3,605,098,000","3,495,200,000","3,230,300,000","3,149,300,000","3,030,884,000","2,937,200,000","2,624,300,000","2,396,300,000","2,344,873,000","2,283,900,000","2,094,200,000","1,977,800,000","1,928,934,000","1,882,800,000","1,732,300,000","1,673,800,000","1,627,200,000","1,596,400,000","1,462,800,000","1,416,900,000","1,384,800,000","1,171,100,000","1,036,100,000","893,200,000","752,300,000","635,500,000","207,800,000"
CapitalLeaseObligations,"1,480,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"20,941,000,000","21,279,000,000","21,243,000,000","20,029,000,000","20,118,000,000","20,342,000,000","20,523,000,000","19,800,000,000","20,170,000,000","20,049,000,000","19,968,000,000","18,725,000,000","18,470,000,000","18,412,000,000","18,646,000,000","18,467,000,000","18,351,000,000","19,523,000,000","20,054,000,000","18,964,000,000","19,043,000,000","19,891,000,000","20,666,000,000","19,841,000,000","19,948,000,000","20,054,000,000","19,822,000,000","18,848,000,000","19,077,000,000","19,441,000,000","19,740,000,000","18,589,000,000","19,146,000,000","19,180,000,000","19,926,000,000","19,032,000,000","18,727,000,000","18,391,000,000","17,998,000,000","16,361,000,000","16,777,000,000","17,238,000,000","16,826,000,000","15,669,000,000","14,648,000,000","14,538,000,000","15,462,000,000","14,923,000,000","14,758,000,000","14,960,000,000","15,018,000,000","13,920,000,000","13,701,000,000","13,576,000,000","13,287,000,000","12,497,000,000","12,685,000,000","12,484,000,000","12,564,000,000","11,513,000,000","11,390,000,000","11,133,000,000","10,764,000,000","9,836,000,000","9,702,000,000","9,438,000,000","9,952,886,000","9,344,340,000","6,830,542,000","6,736,847,000","6,613,323,000","6,168,882,000","6,015,696,000","5,938,963,000","5,884,077,000","5,368,899,000","5,235,862,000","5,169,232,000","5,316,507,000","5,360,281,000","5,566,777,000","5,468,907,000","5,191,900,000","4,835,800,000","4,679,700,000","3,848,012,000","3,664,700,000","3,388,800,000","3,466,300,000","3,392,491,000","3,280,800,000","3,014,200,000","2,931,500,000","2,811,295,000","2,715,900,000","2,401,200,000","2,171,500,000","2,118,302,000","2,055,600,000","1,864,100,000","1,746,000,000","1,695,381,000","1,650,700,000","1,498,500,000","1,438,200,000","1,389,900,000","1,356,800,000","1,221,500,000","1,173,900,000","1,140,000,000","917,000,000","772,600,000","621,600,000","752,300,000","635,500,000","207,800,000"
