name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
NormalizedIncome,"9,817,000,000","-24,000,000","965,000,000","5,879,000,000","2,998,000,000","6,001,000,000","5,590,000,000","5,839,000,000","6,024,000,000","5,899,000,000","3,807,000,000","4,087,000,000","1,545,000,000","3,538,000,000","1,541,000,000","1,375,000,000","1,175,000,000","484,000,000","939,000,000","-7,416,000,000","3,986,000,000","4,430,000,000","595,000,000","4,463,000,000","5,307,000,000","4,509,000,000","1,781,000,000","4,677,000,000","1,737,000,000","8,176,000,000","6,728,000,000","7,139,000,000","4,063,000,000","8,719,000,000","6,500,000,000","6,976,000,000","8,662,000,000","8,780,000,000","6,790,000,000","3,463,000,000","4,393,000,000","5,481,000,000","1,961,000,000","3,247,000,000","3,822,000,000","3,488,000,000","-752,700,000","7,188,700,000","11,556,000,000","8,886,300,000","9,213,069,689.274","6,916,000,000","7,965,266,343.315","7,046,219,035.998","5,442,701,027.547","5,890,400,000","7,324,000,000","6,782,000,000","4,368,000,000","9,125,000,000","5,236,000,000","6,887,000,000","3,395,934,370.753","5,260,600,000"
InterestIncome,"532,000,000","76,000,000","340,000,000","2,180,000,000","662,000,000","443,000,000","1,047,000,000","397,000,000","1,787,000,000","840,000,000","-121,000,000","841,000,000","0","317,000,000","1,343,000,000","255,000,000","910,000,000","389,000,000","1,237,000,000","285,000,000","412,000,000","1,735,000,000","974,000,000","462,000,000",,"351,000,000","212,000,000",,"246,000,000",,"2,437,000,000","944,000,000","1,304,000,000","914,000,000","1,320,000,000","504,000,000",,"2,582,000,000","2,832,000,000","1,010,000,000",,,"577,000,000","271,000,000",,"18,000,000",,,,"53,000,000",,,,,,,,,,,,,"430,999,326.9",
InterestExpense,"3,799,000,000","1,118,000,000","1,118,000,000","1,161,000,000","1,252,000,000","1,159,000,000","971,000,000","909,000,000","929,000,000","936,000,000","-232,000,000","1,011,000,000","1,295,000,000","1,112,000,000","1,115,000,000","948,000,000","770,000,000","370,000,000","519,000,000","527,000,000","466,000,000","376,000,000","430,000,000","417,000,000","505,000,000","452,000,000","470,000,000","392,000,000","379,000,000","401,000,000","379,000,000","415,000,000","411,000,000","552,000,000","287,000,000","331,000,000","360,000,000","395,000,000","227,000,000","317,000,000","191,000,000","261,000,000","4,000,000","189,000,000","400,000,000",,,"836,000,000","140,000,000","0",,,"0","0",,"0",,"0",,"0","-70,000,000","70,000,000","754,999,629.1","0"
NetInterestIncome,"-3,985,000,000","-1,042,000,000","-778,000,000","1,019,000,000","-590,000,000","-716,000,000","76,000,000","-512,000,000","858,000,000","-96,000,000","-991,000,000","-170,000,000","-1,295,000,000","-795,000,000","228,000,000","-693,000,000","140,000,000","19,000,000","718,000,000","-242,000,000","-54,000,000","1,359,000,000","544,000,000","45,000,000","-505,000,000","-101,000,000","-258,000,000","-392,000,000","-133,000,000","-401,000,000","2,058,000,000","529,000,000","893,000,000","362,000,000","1,033,000,000","173,000,000","-360,000,000","2,187,000,000","2,605,000,000","693,000,000","-191,000,000","-261,000,000","573,000,000","82,000,000","-400,000,000","18,000,000",,"2,825,000,000","-140,000,000","53,000,000",,,"477,000,000","901,000,000",,"60,000,000",,"155,000,000",,"268,000,000","-39,000,000","-70,000,000","301,999,133.8","64,000,000"
EBIT,"20,501,000,000","1,741,000,000","3,909,000,000","9,533,000,000","6,169,000,000","10,565,000,000","8,878,000,000","10,646,000,000","10,539,000,000","9,303,000,000","6,320,000,000","6,673,000,000","3,841,000,000","4,482,000,000","4,543,000,000","2,807,000,000","1,731,000,000","-272,000,000","278,000,000","-8,596,000,000","6,038,000,000","6,215,000,000","2,958,000,000","8,535,000,000","9,628,000,000","8,997,000,000","6,430,000,000","9,354,000,000","5,751,000,000","13,699,000,000","12,826,000,000","13,043,000,000","10,353,000,000","15,908,000,000","12,092,000,000","12,869,000,000","15,254,000,000","16,818,000,000","11,488,000,000","5,702,000,000","8,923,000,000","10,227,000,000","4,878,000,000","4,758,000,000","6,243,000,000","4,788,000,000","-8,481,000,000","16,303,000,000","20,257,000,000","15,706,000,000","3,564,000,000","9,539,000,000","14,226,000,000","11,473,000,000","2,198,000,000","10,762,000,000","10,610,000,000","12,326,000,000","949,000,000","17,586,000,000","9,015,000,000","9,797,000,000","8,623,000,117.1","9,410,000,000"
EBITDA,"50,345,000,000"
ReconciledCostOfRevenue,"292,183,000,000","56,288,000,000","77,055,000,000","76,717,000,000","82,124,000,000","72,227,000,000","91,727,000,000","87,524,000,000","85,468,000,000","78,785,000,000","76,454,000,000","67,754,000,000","60,171,000,000","57,924,000,000","58,789,000,000","50,288,000,000","48,438,000,000","40,051,000,000","55,962,000,000","71,187,000,000","58,947,000,000","54,080,000,000","86,096,000,000","92,062,000,000","93,135,000,000","91,014,000,000","98,994,000,000","99,258,000,000","103,403,000,000","93,061,000,000","104,504,000,000","97,653,000,000","104,923,000,000","103,520,000,000","102,101,000,000","108,658,000,000","102,066,000,000","90,723,000,000","85,432,000,000","76,330,000,000","75,684,000,000","70,188,000,000","68,261,000,000","61,666,000,000","55,415,000,000","49,245,000,000","86,225,000,000","105,422,000,000","109,261,000,000","96,780,000,000","92,315,000,000","77,321,000,000","68,715,000,000","60,666,000,000","64,408,000,000","70,383,000,000","67,838,000,000","61,922,000,000","63,889,000,000","60,704,000,000","69,464,000,000","58,565,000,000","65,357,999,795.2","58,604,000,000"
ReconciledDepreciation,"29,844,000,000","7,093,000,000","9,238,000,000","6,815,000,000","6,699,000,000","5,950,000,000","6,244,000,000","5,198,000,000","5,359,000,000","5,334,000,000","5,796,000,000","6,408,000,000","6,181,000,000","7,838,000,000","6,558,000,000","6,191,000,000","6,097,000,000","6,147,000,000","5,281,000,000","12,156,000,000","4,673,000,000","4,604,000,000","4,991,000,000","4,729,000,000","7,355,000,000","7,424,000,000","5,629,000,000","4,153,000,000","7,502,000,000","4,225,000,000","3,835,000,000","3,875,000,000","3,503,000,000","3,402,000,000","3,243,000,000","3,803,000,000","2,866,000,000","3,316,000,000","3,236,000,000","6,196,000,000","3,237,000,000","2,926,000,000","3,748,000,000","4,341,000,000","3,279,000,000","3,090,000,000","3,684,000,000","3,387,000,000","3,439,000,000","3,146,000,000","3,840,000,000","2,842,000,000","3,238,000,000","3,260,000,000","3,306,000,000","3,365,000,000","3,132,000,000","2,812,000,000","2,787,000,000","2,903,000,000","3,136,000,000","3,155,000,000","4,190,000,592.2",
NetIncomeFromContinuingOperationNetMinorityInterest,"9,817,000,000","-24,000,000","965,000,000","5,879,000,000","2,998,000,000","6,001,000,000","5,590,000,000","5,839,000,000","6,024,000,000","5,899,000,000","3,807,000,000","4,087,000,000","1,545,000,000","3,538,000,000","1,541,000,000","1,375,000,000","1,175,000,000","484,000,000","939,000,000","-7,416,000,000","3,986,000,000","4,430,000,000","595,000,000","4,463,000,000","5,307,000,000","4,509,000,000","1,781,000,000","4,677,000,000","1,737,000,000","8,176,000,000","6,728,000,000","7,139,000,000","4,063,000,000","8,719,000,000","6,500,000,000","6,976,000,000","8,662,000,000","8,780,000,000","6,790,000,000","3,463,000,000","4,393,000,000","5,481,000,000","1,961,000,000","3,247,000,000","3,822,000,000","3,488,000,000","-2,810,000,000","8,448,000,000","11,556,000,000","9,083,000,000","8,467,000,000","6,916,000,000","8,667,000,000","7,281,000,000","5,283,000,000","5,942,000,000","7,324,000,000","6,893,000,000","4,368,000,000","9,125,000,000","5,236,000,000","6,887,000,000","4,804,999,377.6","5,371,000,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,"1,027,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,939,000,000","1,799,000,000",,"281,000,000","-1,157,000,000",,"1,133,000,000","362,000,000","-265,000,000","86,000,000",,"185,000,000",,"352,000,000","193,000,000","558,000,000","2,227,999,287.7","184,000,000"
TotalUnusualItems,,,,,,,,,,,,,,,"1,027,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,939,000,000","1,799,000,000",,"281,000,000","-1,157,000,000",,"1,133,000,000","362,000,000","-265,000,000","86,000,000",,"185,000,000",,"352,000,000","193,000,000","558,000,000","2,227,999,287.7","184,000,000"
NormalizedEBITDA,"50,345,000,000","8,834,000,000","13,147,000,000","16,348,000,000","12,868,000,000","16,515,000,000","15,122,000,000","15,844,000,000","15,898,000,000","14,637,000,000","12,116,000,000","13,081,000,000","10,022,000,000","12,320,000,000","11,101,000,000","8,998,000,000","7,828,000,000","5,875,000,000","5,559,000,000","3,560,000,000","10,711,000,000","10,819,000,000","7,949,000,000","13,265,000,000","16,983,000,000","16,421,000,000","12,059,000,000","13,507,000,000","13,253,000,000","17,924,000,000","16,661,000,000","16,918,000,000","13,856,000,000","19,310,000,000","15,335,000,000","16,672,000,000","18,120,000,000","20,135,000,000","14,724,000,000","11,898,000,000","12,160,000,000","13,153,000,000","8,626,000,000","9,099,000,000","9,522,000,000","7,878,000,000","-1,858,000,000","17,891,000,000","23,696,000,000","18,571,000,000","8,561,000,000","12,381,000,000","16,331,000,000","14,371,000,000","5,769,000,000","14,041,000,000","13,742,000,000","14,953,000,000","3,736,000,000","20,489,000,000","12,151,000,000","12,952,000,000","10,585,001,421.6","9,226,000,000"
TaxRateForCalcs,"0.386","0.4","0.19","0.28","0.357","0.345","0.286","0.38","0.356","0.279","0.399","0.256","0.355","0.19","0.2","0.229","0.2","0.2","0.2","0.19","0.262","0.223","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.381","0.24","0.24","0.24","0.24","0.26","0.26","0.26","0.26","0.391","0.338","0.28","0.28","0.28","0.28","0.332","0.387","0.3","0.3","0.3","0.3","0.355","0.387","0.381","0.351","0.397","0.4","0.393","0.4","0.4","0.369","0.4","0.378","0.368","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-881,700,000","539,700,000","0","84,300,000","-410,930,310.726","0","431,266,343.315","127,219,035.998","-105,298,972.453","34,400,000","0","74,000,000","0","0","0","0","818,934,280.853","73,600,000"
