name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
NetInterestIncome,"-13,342,000","-2,894,000","-3,190,000","-3,503,000","-3,755,000","-700,000","-325,000","-352,000","-258,000","-1,100,000","88,000","39,000","-90,000","-400,000","1,360,000","1,445,000","1,725,000","0","1,437,000","1,219,000","1,526,000","-200,000","769,000","896,000","700,000","-700,000","220,000","37,000","-133,000","-900,000","-94,000","-899,000","-1,005,000","-900,000","-972,000","-931,000","-1,176,000","-1,668,000","-1,812,000","-1,879,000","-2,659,000","-3,141,000","-3,372,000","-3,445,000","-4,116,000",,,,,,,,,,,,,,,,,,,,
EBIT,"160,903,000","39,716,000","42,348,000","39,569,000","39,271,000","36,900,000","37,038,000","31,849,000","28,575,000","32,900,000","27,906,000","22,180,000","22,192,000","-1,200,000","22,840,000","17,348,000","16,869,000","21,400,000","21,217,000","21,084,000","17,585,000","20,800,000","23,111,000","21,831,000","16,550,000","19,000,000","16,804,000","12,699,000","10,322,000","11,800,000","9,070,000","7,758,000","6,232,000","8,400,000","8,259,000","6,763,000","4,564,000","5,747,000","8,039,000","7,500,000","-3,129,000","3,903,000","3,538,000","4,671,000","5,396,000","1,856,000","10,659,000","5,569,000","4,793,000","5,254,000","5,109,000","-11,616,000","6,766,000","8,778,000","6,286,000","6,697,000","4,995,000","-132,231,000","50,703,000","50,702,000","50,702,000","-126,014,000","40,544,000","40,543,000","40,543,000"
EBITDA,"223,776,000"
ReconciledCostOfRevenue,"536,700,000","158,356,000","149,961,000","142,138,000","133,465,000","131,100,000","125,205,000","129,013,000","132,892,000","128,400,000","124,450,000","125,525,000","124,747,000","107,400,000","97,535,000","99,695,000","98,684,000","92,200,000","93,818,000","90,493,000","88,800,000","86,800,000","85,113,000","84,545,000","86,239,000","81,900,000","81,669,000","79,689,000","84,397,000","81,400,000","80,829,000","75,325,000","73,438,000","74,417,000","82,098,000","85,231,000","95,410,000","126,110,000","121,520,000","120,990,000","123,227,000","109,644,000","113,956,000","116,139,000","99,509,000","99,887,000","97,030,000","114,912,000","98,487,000","70,334,000","91,862,000","92,468,000","90,206,000","70,391,000","81,250,000","67,337,000","37,430,000",,,,,,,,
ReconciledDepreciation,"62,873,000","3,830,000","3,963,000","3,923,000","3,937,000","3,900,000","3,945,000","4,044,000","3,878,000","4,000,000","3,927,000","3,696,000","3,923,000","2,900,000","4,129,000","7,156,000","6,325,000","6,200,000","6,339,000","6,466,000","6,172,000","6,000,000","6,026,000","6,048,000","6,100,000","5,900,000","5,823,000","5,813,000","6,207,000","6,700,000","6,574,000","6,505,000","6,599,000","10,883,000","7,005,000","7,548,000","7,840,000","7,957,000","7,951,000","7,922,000","7,980,000","8,053,000","8,088,000","8,081,000","8,200,000","8,012,000","7,419,000","8,012,000","1,469,000","19,116,000","897,000","479,000","829,000","15,221,000","490,000","480,000","471,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"116,769,000","29,513,000","30,906,000","28,741,000","27,609,000","29,700,000","28,583,000","24,794,000","22,384,000","24,500,000","26,286,000","18,926,000","16,696,000","-5,000,000","17,978,000","12,600,000","12,162,000","15,900,000","15,722,000","15,505,000","12,762,000","14,700,000","16,541,000","15,265,000","12,069,000","13,400,000","12,193,000","9,336,000","6,745,000","8,200,000","6,068,000","4,318,000","2,841,000","4,400,000","4,046,000","3,428,000","659,000","5,153,000","5,788,000","4,921,000","-6,045,000","945,000","343,000","1,355,000","1,067,000","2,446,000","2,066,000","227,000","3,340,000","6,060,000","5,454,000","-10,454,000","8,439,000","8,873,000","7,092,000","6,024,000","4,593,000","4,582,000","4,583,000","4,582,000","4,582,000","-1,444,000","-1,444,000","-1,444,000","-1,444,000"
TotalUnusualItemsExcludingGoodwill,"7,015,000","3,287,000","1,910,000","2,798,000","3,105,000","-500,000","3,849,000","3,645,000","3,418,000","1,400,000","5,069,000","4,859,000","5,476,000","-16,000,000","6,162,000","2,540,000","130,000","2,800,000","2,763,000","3,609,000","1,794,000","3,400,000","2,950,000","1,826,000","-21,000","-2,700,000","-2,201,000","-4,073,000","561,000","1,100,000","-2,068,000","-1,089,000","-1,448,000","0","-899,000","1,750,000","204,000","1,533,000","5,048,000","1,865,000","-2,340,000","1,162,000","-3,081,000","-2,058,000","-2,824,000","1,879,000","-4,540,000","-749,000","-1,514,000","857,000","660,000","-14,417,000","2,686,000","-2,218,000","1,331,000","-48,000","-35,000",,,,,,,,
TotalUnusualItems,"7,015,000","3,287,000","1,910,000","2,798,000","3,105,000","-500,000","3,849,000","3,645,000","3,418,000","1,400,000","5,069,000","4,859,000","5,476,000","-16,000,000","6,162,000","2,540,000","130,000","2,800,000","2,763,000","3,609,000","1,794,000","3,400,000","2,950,000","1,826,000","-21,000","-2,700,000","-2,201,000","-4,073,000","561,000","1,100,000","-2,068,000","-1,089,000","-1,448,000","0","-899,000","1,750,000","204,000","1,533,000","5,048,000","1,865,000","-2,340,000","1,162,000","-3,081,000","-2,058,000","-2,824,000","1,879,000","-4,540,000","-749,000","-1,514,000","857,000","660,000","-14,417,000","2,686,000","-2,218,000","1,331,000","-48,000","-35,000",,,,,,,,
NormalizedEBITDA,"216,761,000","40,259,000","44,401,000","40,694,000","40,103,000","41,300,000","37,134,000","32,248,000","29,035,000","35,500,000","26,764,000","21,017,000","20,639,000","17,700,000","20,807,000","21,964,000","23,064,000","24,800,000","24,793,000","23,941,000","21,963,000","23,400,000","26,187,000","26,053,000","22,671,000","27,600,000","24,828,000","22,585,000","15,968,000","17,400,000","17,712,000","15,352,000","14,279,000","19,283,000","16,163,000","12,561,000","12,200,000","12,171,000","10,942,000","13,557,000","7,191,000","10,794,000","14,707,000","14,810,000","16,420,000","7,989,000","22,618,000","14,330,000","7,776,000","23,513,000","5,346,000","3,280,000","4,909,000","26,217,000","5,445,000","7,225,000","5,501,000","-132,231,000","50,703,000","50,702,000","50,702,000","-126,014,000","40,544,000","40,543,000","40,543,000"
TaxRateForCalcs,"0.189","0.174","0.19","0.185","0.207","0.18","0.211","0.201","0.194","0.23","0.033","0.117","0.221","0.4","0.212","0.272","0.276","0.257","0.257","0.262","0.27","0.286","0.275","0.29","0.25","0.268","0.242","0.22","0.294","0.257","0.264","0.37","0.35","0.35","0.35","0.35","0.35","0.35","0.088","0.135","0.35","0.332","0.35","0.185","0.255","0.291","0.272","0.35","0.35","0.191","0.236","0.35","0.107","0.115","0.069","0.085","0.068","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"1,324,668.952","572,695.831","363,120.725","516,269.266","642,106.186","-89,779.006","810,388.527","730,833.548","662,624.482","321,383.648","166,367.945","567,952.732","1,212,263.769","-6,400,000","1,304,700.224","691,980.598","35,894.887","719,626.168","710,657.281","946,256.959","484,515.443","973,786.408","810,765.015","529,901.702","-5,255.87","-722,950.82","-532,771.43","-896,794.855","164,982.732","282,568.807","-545,478.282","-403,433.299","-506,800","0","-314,650","612,500","71,400","536,550","444,360.476","251,385.553","-819,000","385,305.41","-1,078,350","-381,048.94","-721,443.75","545,975.736","-1,235,314.55","-262,150","-529,900","164,082.055","155,848.739","-5,045,950","287,866.906","-255,659.388","91,738.874","-4,062.604","-2,379.261","0","0","0","0","0","0","0","0"
