name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
			NetIncomeContinuousOperations,"2,415,000,000","409,000,000","664,000,000","618,000,000","724,000,000","434,000,000","545,000,000","622,000,000","436,000,000","348,000,000","984,000,000","510,000,000","480,000,000","431,000,000","384,000,000","347,000,000","328,000,000","540,000,000","319,000,000","323,000,000","390,000,000","320,000,000","451,000,000","400,000,000","371,000,000","254,000,000","82,000,000","324,000,000","252,000,000","217,000,000","15,000,000","224,000,000","103,000,000","142,000,000","221,500,000","186,800,000","128,000,000","33,700,000","185,800,000","197,300,000","166,600,000","99,800,000","197,200,000","195,400,000","157,300,000","62,500,000","200,600,000","172,700,000","154,900,000","90,566,355.35","342,323,541.5","218,591,144.9","256,954,131.25","128,657,355.3","147,288,462.9","161,404,432.45","376,366,890.9","110,896,996","135,694,205.2","203,453,180","122,934,400.8","80,744,179.15","128,032,309.85","177,288,368.4","84,109,269.75","23,546,103","172,896,531.5","94,717,895.5","29,070,456.25","102,431,074.2","125,857,057.6","65,254,681.8","169,314,192.5","136,574,217","110,784,619.8","136,244,385.9"
DilutedNIAvailtoComStockholders,"2,415,000,000","409,000,000","664,000,000","618,000,000","724,000,000","434,000,000","545,000,000","622,000,000","436,000,000","348,000,000","984,000,000","510,000,000","480,000,000","431,000,000","384,000,000","347,000,000","328,000,000","540,000,000","319,000,000","323,000,000","390,000,000","320,000,000","451,000,000","400,000,000","371,000,000","254,000,000","82,000,000","324,000,000","252,000,000","217,000,000","15,000,000","224,000,000","103,000,000","142,000,000","221,500,000","186,800,000","128,000,000","33,700,000","185,800,000","197,300,000","166,600,000","99,800,000","197,200,000","195,400,000","157,300,000","62,500,000","200,600,000","172,700,000","154,900,000","90,566,355.35","342,323,541.5","218,591,144.9","256,954,131.25","128,657,355.3","147,288,462.9","161,404,432.45","376,366,890.9","110,896,996","135,694,205.2","203,453,180","122,934,400.8","80,744,179.15","128,032,309.85","177,288,368.4","84,109,269.75","23,546,103","172,896,531.5","94,717,895.5","29,070,456.25","102,431,074.2","125,857,057.6","65,254,681.8","169,314,192.5","136,574,217","110,784,619.8","136,244,385.9"
BasicEPS,,"2.99","4.84","4.47","5.19","3.1","3.84","4.36","3.05","2.41","6.79","3.5","3.28","2.94","2.63","2.35","2.16","3.53","2.09","2.05","2.38","1.94","2.66","2.33","2.13","1.45","0.47","1.85","1.44","1.25","0.08","1.31","0.6","0.83",,"1.1","0.76","0.2",,"1.17","0.99","0.59",,"1.16","0.94","0.39",,"1.12","1.01","0.588",,"1.43","1.662","0.83",,"1.028","2.373","0.699",,"1.289","0.778","0.51",,"1.115","0.533","0.15",,"0.599","0.181","0.651",,"0.41","1.064","0.741",,"0.861"
DilutedEPS,,"2.98","4.82","4.46","5.17","3.09","3.83","4.35","3.04","2.41","6.77","3.5","3.27","2.93","2.61","2.34","2.15","3.51","2.08","2.04","2.36","1.92","2.63","2.31","2.11","1.44","0.47","1.84","1.43","1.24","0.08","1.3","0.6","0.82",,"1.1","0.75","0.2",,"1.17","0.98","0.59",,"1.16","0.93","0.39",,"1.11","1","0.588",,"1.41","1.642","0.82",,"1.018","2.353","0.689",,"1.269","0.768","0.5",,"1.115","0.533","0.15",,"0.589","0.181","0.641",,"0.41","1.064","0.741",,"0.861"
BasicAverageShares,,"136,700,000","137,200,000","138,100,000","139,700,000","140,100,000","141,800,000","142,600,000","142,800,000","144,400,000","145,000,000","145,500,000","146,500,000","146,500,000","146,300,000","147,300,000","151,700,000","153,000,000","153,000,000","157,600,000","163,700,000","164,900,000","169,300,000","171,900,000","174,400,000","175,500,000","175,400,000","175,100,000","174,900,000","174,300,000","173,300,000","172,200,000","171,100,000","170,500,000",,"169,400,000","169,400,000","169,300,000",,"168,800,000","168,600,000","168,500,000",,"168,100,000","168,000,000","160,900,000",,"154,196,429","153,366,337","153,500,000",,"153,200,000","154,300,000","155,500,000",,"156,700,000","158,300,000","158,500,000",,"158,100,000","158,900,000","158,800,000",,"158,700,000","158,700,000","158,700,000",,"158,600,000","158,500,000","158,500,000",,"158,500,000","158,400,000","158,400,000",,"158,300,000"
DilutedAverageShares,,"137,200,000","137,700,000","138,700,000","140,200,000","140,500,000","142,300,000","143,100,000","143,200,000","144,800,000","145,400,000","145,800,000","146,900,000","147,100,000","147,300,000","148,300,000","152,600,000","153,800,000","154,000,000","158,700,000","165,000,000","166,300,000","170,900,000","173,500,000","175,900,000","177,000,000","177,000,000","176,500,000","176,300,000","175,800,000","174,700,000","173,400,000","172,400,000","172,000,000",,"170,500,000","170,700,000","170,700,000",,"169,300,000","169,200,000","169,100,000",,"168,700,000","168,400,000","161,200,000",,"155,585,586","154,900,000","154,800,000",,"155,000,000","156,100,000","157,400,000",,"158,300,000","160,300,000","160,200,000",,"160,000,000","160,600,000","160,200,000",,"159,000,000","158,900,000","159,300,000",,"159,400,000","159,300,000","159,100,000",,"159,000,000","159,500,000","159,500,000",,"158,300,000"
TotalOperatingIncomeAsReported,"3,415,000,000","834,000,000","890,000,000","869,000,000","822,000,000","543,000,000","874,000,000","790,000,000","627,000,000","540,000,000","916,000,000","690,000,000","679,000,000","671,000,000","717,000,000","657,000,000","551,000,000","653,000,000","677,000,000","753,000,000","646,000,000","612,000,000","708,000,000","621,000,000","587,000,000","423,000,000","114,000,000","524,000,000","420,000,000","362,000,000","60,000,000","376,000,000","239,000,000","274,000,000","302,700,000","324,600,000","230,500,000","109,200,000","297,700,000","337,700,000","274,100,000","205,000,000","273,700,000","261,200,000","225,800,000","139,400,000","304,900,000","303,200,000","251,100,000","197,689,053.5","305,533,893","321,687,519.9","308,004,557.5","229,402,148.85","-5,807,031,697.65","296,356,803.4","281,053,248.3","228,888,086.6","258,530,440.6","283,094,712.6","270,515,452","178,797,682.25","158,619,005","219,877,922.55","221,679,605","116,229,641.5","194,549,946.1","208,318,644.85","-38,021,901.25","118,351,166.05","238,429,239","223,444,821.6","219,797,426.2","176,124,183","259,211,854.3","222,233,775.7"
RentExpenseSupplemental,"138,000,000","36,000,000","35,000,000","33,000,000","34,000,000","35,000,000","31,000,000","33,000,000","33,000,000","33,000,000","34,000,000","35,000,000","37,000,000","36,000,000","41,000,000","43,000,000","44,000,000","45,000,000","44,000,000","42,000,000","46,000,000","42,000,000","38,000,000","36,000,000","40,000,000","41,000,000","39,000,000","44,000,000","44,000,000","46,000,000","48,000,000","52,000,000","56,000,000","50,000,000","50,900,000","53,100,000","53,600,000","51,400,000","48,500,000","53,600,000","54,900,000","49,000,000","45,000,000","42,900,000","43,200,000","53,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"4,559,000,000","1,174,000,000","1,143,000,000","1,086,000,000","1,156,000,000","1,155,000,000","1,151,000,000","1,089,000,000","1,106,000,000","1,107,000,000","953,000,000","887,000,000","950,000,000","914,000,000","946,000,000","887,000,000","887,000,000","971,000,000","1,001,000,000","1,015,000,000","995,000,000","1,053,000,000","1,067,000,000","1,043,000,000","1,089,000,000","1,086,000,000","1,079,000,000","1,004,000,000","1,077,000,000","1,130,000,000","1,094,000,000","1,075,000,000","1,127,000,000","1,102,000,000","1,104,800,000","1,017,000,000","1,034,000,000","1,054,200,000","996,600,000","948,500,000","960,100,000","961,800,000","848,200,000","827,000,000","796,600,000","931,300,000","994,800,000","961,500,000","969,200,000","946,255,117.55","3,115,387,267.55","866,165,560.9","908,697,800","886,994,185.35","-1,491,300,347.25","852,838,560.8","846,551,649.9","880,585,844.6","2,496,670,767.65","854,682,088.4","833,001,177.6","835,856,328.6","2,224,200,292.3","774,243,241.2","787,433,091.75","772,128,446.25","1,892,815,426.45","695,197,505.95","727,654,105","761,569,653","2,048,514,384.2","693,218,572.2","706,062,616","700,390,172.4","3,199,948,586.7","669,606,395.4"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,415,000,000","409,000,000","664,000,000","618,000,000","724,000,000","434,000,000","545,000,000","622,000,000","436,000,000","348,000,000","984,000,000","510,000,000","480,000,000","431,000,000","384,000,000","347,000,000","328,000,000","540,000,000","319,000,000","323,000,000","390,000,000","320,000,000","451,000,000","400,000,000","371,000,000","254,000,000","82,000,000","324,000,000","252,000,000","217,000,000","15,000,000","224,000,000","103,000,000","142,000,000","221,500,000","186,800,000","128,000,000","33,700,000","185,800,000","197,300,000","166,600,000","99,800,000","197,200,000","195,400,000","157,300,000","62,500,000","200,600,000","172,700,000","154,900,000","90,566,355.35","342,323,541.5","218,591,144.9","256,954,131.25","128,657,355.3","147,288,462.9","161,404,432.45","376,366,890.9","110,896,996","135,694,205.2","203,453,180","122,934,400.8","80,744,179.15","128,032,309.85","177,288,368.4","84,109,269.75","23,546,103","172,896,531.5","94,717,895.5","29,070,456.25","102,431,074.2","125,857,057.6","65,254,681.8","169,314,192.5","136,574,217","110,784,619.8","136,244,385.9"
NormalizedIncome,"2,608,688,032.839","577,805,000","663,258,928.571","656,030,700","688,144,600","449,909,600","615,060,893.099","606,846,000","486,778,000","394,670,400","997,965,000","442,455,000","441,155,000","422,816,000","418,975,332.068","408,229,100","323,584,000","371,819,000","391,754,385.965","394,126,000","396,870,000","369,350,000","440,088,709.677","404,368,000","374,600,000","254,000,000","392,500,000","328,284,000","252,000,000","219,256,000","270,750,000","225,468,852.459","115,960,264.901","151,614,583.333","196,136,676.711","197,498,131.6","124,300,578.035","33,329,670.33","191,283,136.594","198,014,596.161","163,936,906.441","103,214,944.134","271,253,000","139,368,784.029","80,878,947.368","57,033,000","92,030,000","179,408,310.75","154,900,000","138,264,286.834","652,334,875.937","192,837,498.294","194,326,471.729","126,033,385.198","939,528,321.691","165,108,019.189","347,832,851.52","117,934,576.247","178,690,717.626","136,030,363.913","134,585,529.14","79,387,442.616","163,491,817.83","125,121,649.483","103,087,547.313","34,307,444.85","171,800,895.98","102,309,226.889","112,599,340.75","48,619,138.007","126,913,344.309","97,392,362.76","120,817,583.873","146,427,088.32","144,457,293.485","149,384,685.453"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","700,000","2,400,000","900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"454,000,000","114,000,000","118,000,000","110,000,000","112,000,000","114,000,000","116,000,000","112,000,000","112,000,000","115,000,000","118,000,000","115,000,000","122,000,000","120,000,000","117,000,000","116,000,000","115,000,000","124,000,000","123,000,000","103,000,000","84,000,000","85,000,000","77,000,000","70,000,000","69,000,000","70,000,000","75,000,000","70,000,000","68,000,000","70,000,000","69,000,000",,,"69,000,000","64,000,000","64,300,000","62,500,000","64,200,000","76,000,000","60,600,000","64,800,000","66,700,000","64,700,000","65,400,000","75,700,000","73,300,000","83,100,000","64,500,000","62,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-448,000,000","-114,000,000","-112,000,000","-110,000,000","-112,000,000","-114,000,000","-114,000,000","-112,000,000","-112,000,000","-115,000,000","-116,000,000","-115,000,000","-122,000,000","-120,000,000","-116,000,000","-116,000,000","-115,000,000","-124,000,000","-122,000,000","-103,000,000","-84,000,000","-85,000,000","-73,000,000","-70,000,000","-69,000,000","-70,000,000","-70,000,000","-70,000,000","-68,000,000","-70,000,000","-66,000,000","-69,000,000","-69,000,000","-69,000,000","-61,000,000","-64,300,000","-62,500,000","-64,200,000","-65,200,000","-60,600,000","-64,800,000","-66,700,000","-62,700,000","-64,700,000","-73,300,000","-72,400,000","-73,800,000","-64,500,000","-62,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"3,621,000,000","708,000,000","1,014,000,000","939,000,000","960,000,000","687,000,000","855,000,000","933,000,000","670,000,000","585,000,000","739,000,000","795,000,000","740,000,000","699,000,000","644,000,000","586,000,000","560,000,000","834,000,000","579,000,000","585,000,000","651,000,000","539,000,000","697,000,000","620,000,000","584,000,000","423,000,000","113,000,000","524,000,000","412,000,000","359,000,000","26,000,000","376,000,000","239,000,000","261,000,000","296,300,000","310,500,000","235,500,000","109,700,000","313,200,000","336,700,000","277,500,000","209,900,000","221,500,000","340,900,000","298,000,000","132,600,000","32,000,000","285,900,000","266,400,000","197,689,053.5","-1,926,947,993.95","321,687,519.9","308,004,557.5","229,402,148.85","2,687,902,377.55","296,356,803.4","281,053,248.3","228,888,086.6","-1,327,438,367.85","249,219,119.8","270,515,452","178,797,682.25","-1,215,170,199.8","219,877,922.55","222,182,495.5","116,230,955.75","-926,976,522.6","208,318,644.85","191,822,890","118,351,166.05","-1,096,230,035.4","223,444,821.6","219,797,426.2","176,124,183","-2,252,149,703.5","229,541,467.9"
EBITDA,"4,359,000,000"
ReconciledCostOfRevenue,"3,505,000,000","897,000,000","885,000,000","833,000,000","890,000,000","867,000,000","882,000,000","845,000,000","839,000,000","847,000,000","716,000,000","648,000,000","687,000,000","654,000,000","705,000,000","669,000,000","658,000,000","717,000,000","738,000,000","752,000,000","729,000,000","813,000,000","797,000,000","814,000,000","839,000,000","897,000,000","853,000,000","794,000,000","831,000,000","931,000,000","1,711,000,000","567,000,000","626,000,000","383,000,000","592,900,000","557,600,000","575,900,000","567,400,000","513,100,000","459,400,000","490,900,000","483,300,000","455,100,000","372,600,000","356,600,000","454,700,000","655,900,000","484,000,000","2,184,559.25","497,025,703.55","912,634,641.45","431,938,750.5","343,172,412.45","432,540,467.2","973,258,823.25","398,686,382.1","404,883,615.2","412,019,788","430,944,287.6","393,284,658.2","396,593,039.4","389,952,908.8","347,007,426.2","358,384,903.95",,,"715,702,235.7","119,927,103.35","628,121,403.25","217,158,402.85","940,519,593.8","27,324,731.4","711,561,468.2","606,671,590.2","2,068,676,276.6","118,425,369.9"
ReconciledDepreciation,"738,000,000","192,000,000","178,000,000","185,000,000","183,000,000","160,000,000","180,000,000","174,000,000","172,000,000","170,000,000","168,000,000","162,000,000","165,000,000","166,000,000","162,000,000","155,000,000","161,000,000","162,000,000","155,000,000","149,000,000","145,000,000","146,000,000","139,000,000","135,000,000","137,000,000","141,000,000","144,000,000","139,000,000","141,000,000","141,000,000","140,000,000","137,000,000","135,000,000","127,000,000","122,900,000","123,000,000","122,000,000","122,300,000","121,200,000","123,900,000","119,500,000","125,000,000","80,600,000","134,200,000","138,400,000","135,700,000","125,900,000","120,800,000","122,515,440.75","122,084,559.25","107,114,353.7","120,744,383.8","122,387,348.8","121,753,913.7","103,460,559.25","120,163,385.15","121,486,355.4","118,989,700.2","118,150,454.6","116,745,654.2","115,140,775","114,563,116.2","106,754,872.45","108,792,878.55","110,142,332.5","106,109,916.5","103,858,982.85","99,581,180.9","99,534,060.5","98,825,775.75","93,090,711.2","186,387,963.4","-5,498,852.2","93,720,177.6","101,107,310.6","85,589,725.7"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,415,000,000","409,000,000","664,000,000","618,000,000","724,000,000","434,000,000","545,000,000","622,000,000","436,000,000","348,000,000","984,000,000","510,000,000","480,000,000","431,000,000","384,000,000","347,000,000","328,000,000","540,000,000","319,000,000","323,000,000","390,000,000","320,000,000","451,000,000","400,000,000","371,000,000","254,000,000","82,000,000","324,000,000","252,000,000","217,000,000","15,000,000","224,000,000","103,000,000","142,000,000","221,500,000","186,800,000","128,000,000","33,700,000","185,800,000","197,300,000","166,600,000","99,800,000","197,200,000","195,400,000","157,300,000","62,500,000","200,600,000","172,700,000","154,900,000","90,566,355.35","342,323,541.5","218,591,144.9","256,954,131.25","128,657,355.3","147,288,462.9","161,404,432.45","376,366,890.9","110,896,996","135,694,205.2","203,453,180","122,934,400.8","80,744,179.15","128,032,309.85","177,288,368.4","84,109,269.75","23,546,103","172,896,531.5","94,717,895.5","29,070,456.25","102,431,074.2","125,857,057.6","65,254,681.8","169,314,192.5","136,574,217","110,784,619.8","136,244,385.9"
TotalUnusualItemsExcludingGoodwill,"-254,000,000","-245,000,000","1,000,000","-51,000,000","42,000,000","-21,000,000","-95,000,000","20,000,000","-65,000,000","-63,000,000","-19,000,000","90,000,000","50,000,000","11,000,000","-48,000,000","-83,000,000","6,000,000","221,000,000","-104,000,000","-106,000,000","-10,000,000","-70,000,000","15,000,000","-6,000,000","-5,000,000",,"-414,000,000","-6,000,000",,"-3,000,000","-341,000,000","-2,000,000","-19,000,000","-13,000,000","26,600,000","-14,100,000","5,000,000","500,000","-7,000,000","-1,000,000","3,400,000","-4,900,000","-104,300,000","79,000,000","108,000,000","7,700,000","154,000,000","-8,600,000",,"-55,157,369.85","-500,018,281.35","36,698,334.7","82,682,096.25","3,801,276.75","-1,187,942,363.95","-5,490,113.65","47,556,732.3","-10,689,555.8","-63,987,867.35","96,630,395.4","-18,460,185.6","2,101,509.45","-41,819,886.25","66,796,994.55","-30,247,320","-17,935,569.75","1,109,793.05","-11,290,848.15","-139,214,807.5","66,383,973.5","-1,504,788.6","-53,562,801.6","63,330,276","-16,421,452.2","-51,063,594.3","-14,414,762.5"
TotalUnusualItems,"-254,000,000","-245,000,000","1,000,000","-51,000,000","42,000,000","-21,000,000","-95,000,000","20,000,000","-65,000,000","-63,000,000","-19,000,000","90,000,000","50,000,000","11,000,000","-48,000,000","-83,000,000","6,000,000","221,000,000","-104,000,000","-106,000,000","-10,000,000","-70,000,000","15,000,000","-6,000,000","-5,000,000",,"-414,000,000","-6,000,000",,"-3,000,000","-341,000,000","-2,000,000","-19,000,000","-13,000,000","26,600,000","-14,100,000","5,000,000","500,000","-7,000,000","-1,000,000","3,400,000","-4,900,000","-104,300,000","79,000,000","108,000,000","7,700,000","154,000,000","-8,600,000",,"-55,157,369.85","-500,018,281.35","36,698,334.7","82,682,096.25","3,801,276.75","-1,187,942,363.95","-5,490,113.65","47,556,732.3","-10,689,555.8","-63,987,867.35","96,630,395.4","-18,460,185.6","2,101,509.45","-41,819,886.25","66,796,994.55","-30,247,320","-17,935,569.75","1,109,793.05","-11,290,848.15","-139,214,807.5","66,383,973.5","-1,504,788.6","-53,562,801.6","63,330,276","-16,421,452.2","-51,063,594.3","-14,414,762.5"
NormalizedEBITDA,"4,613,000,000","1,145,000,000","1,191,000,000","1,175,000,000","1,101,000,000","868,000,000","1,130,000,000","1,087,000,000","907,000,000","818,000,000","926,000,000","867,000,000","855,000,000","854,000,000","854,000,000","824,000,000","715,000,000","775,000,000","838,000,000","840,000,000","806,000,000","755,000,000","821,000,000","761,000,000","726,000,000","564,000,000","671,000,000","669,000,000","553,000,000","503,000,000","507,000,000","515,000,000","393,000,000","401,000,000","392,600,000","447,600,000","352,700,000","231,500,000","441,400,000","461,600,000","397,400,000","339,800,000","414,400,000","396,100,000","328,400,000","260,600,000","3,900,000","415,300,000","391,100,000","374,930,982.6","-1,310,615,684.3","405,733,569","347,709,810.05","347,354,785.8","3,992,380,718.75","422,010,302.2","354,982,871.4","358,567,342.6","-1,145,300,045.9","269,334,378.6","404,116,412.6","291,259,289","-1,066,595,441.1","261,873,806.55","362,572,148","240,276,442","-824,227,332.8","319,190,673.9","430,571,758","150,792,968.3","-1,001,634,535.6","463,395,586.6","241,576,714.2","286,265,812.8","-2,099,978,798.6","329,545,956.1"
TaxRateForCalcs,"0.237","0.311","0.259","0.254","0.146","0.242","0.263","0.242","0.219","0.259","0.265","0.25","0.223","0.256","0.271","0.262","0.264","0.239","0.3","0.329","0.313","0.295","0.273","0.272","0.28","0.28","0.25","0.286","0.27","0.248","0.25","0.266","0.318","0.26","0.046","0.241","0.26","0.259","0.217","0.285","0.217","0.303","0.29","0.291","0.292","0.29","0.295","0.22","0.239","0.135","0.38","0.298","0.243","0.31","0.333","0.325","0.4","0.342","0.328","0.302","0.369","0.354","0.152","0.219","0.373","0.4","0.013","0.328","0.4","0.189","0.298","0.4","0.234","0.4","0.341","0.088"
TaxEffectOfUnusualItems,"-60,311,967.161","-76,195,000","258,928.571","-12,969,300","6,144,600","-5,090,400","-24,939,106.901","4,846,000","-14,222,000","-16,329,600","-5,035,000","22,455,000","11,155,000","2,816,000","-13,024,667.932","-21,770,900","1,584,000","52,819,000","-31,245,614.035","-34,874,000","-3,130,000","-20,650,000","4,088,709.677","-1,632,000","-1,400,000","0","-103,500,000","-1,716,000","0","-744,000","-85,250,000","-531,147.541","-6,039,735.099","-3,385,416.667","1,236,676.711","-3,401,868.4","1,300,578.035","129,670.33","-1,516,863.406","-285,403.839","736,906.441","-1,485,055.866","-30,247,000","22,968,784.029","31,578,947.368","2,233,000","45,430,000","-1,891,689.25","0","-7,459,438.366","-190,006,946.913","10,944,688.094","20,054,436.729","1,177,306.648","-395,702,505.159","-1,786,526.911","19,022,692.92","-3,651,975.553","-20,991,354.924","29,207,579.313","-6,809,057.26","744,772.916","-6,360,378.27","14,630,275.633","-11,269,042.437","-7,174,227.9","14,157.53","-3,699,516.761","-55,685,923","12,572,037.307","-448,501.891","-21,425,120.64","14,833,667.373","-6,568,580.88","-17,390,920.615","-1,274,462.947"
