name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
	DepreciationAmortizationDepletionIncomeStatement,"180,500,000","180,500,000","166,200,000","158,600,000","143,400,000","127,400,000","106,900,000","95,300,000","87,300,000","83,700,000","76,800,000","77,500,000","90,800,000","91,700,000","82,900,000","80,700,000","83,100,000","71,000,000","69,700,000","151,900,000","133,800,000","123,000,000","1,051,600,000","1,003,600,000","540,500,000","21,000,000","4,700,000","6,700,000","5,200,000","2,700,000","1,600,000",,"100,000"
		DepreciationAndAmortizationInIncomeStatement,"180,500,000","180,500,000","166,200,000","158,600,000","143,400,000","127,400,000","106,900,000","95,300,000","87,300,000","83,700,000","76,800,000","77,500,000","90,800,000","91,700,000","82,900,000","80,700,000","83,100,000","71,000,000","69,700,000","151,900,000","133,800,000","123,000,000","1,051,600,000","1,003,600,000","540,500,000","21,000,000","4,700,000","6,700,000","5,200,000","2,700,000","1,600,000",,"100,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,"81,900,000","69,400,000","67,300,000","70,700,000",,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,"1,200,000","1,600,000","2,400,000","81,200,000",,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,"1,200,000","1,600,000","2,400,000","81,200,000",,,,,,,,,,,,,
	OtherOperatingExpenses,"-49,300,000","-49,300,000","-64,700,000","-79,200,000","-69,100,000","-17,900,000","-18,600,000","-10,700,000","100,000","-1,100,000","2,000,000","-24,800,000","13,200,000","1,700,000","-100,000","500,000","4,000,000","20,000,000","-11,900,000","70,300,000",,,,,,,,,,,,,
OperatingIncome,"833,200,000","833,200,000","786,000,000","843,400,000","889,500,000","888,500,000","820,800,000","740,300,000","649,500,000","572,000,000","496,600,000","411,700,000","461,700,000","704,800,000","796,600,000","807,000,000","766,900,000","714,100,000","727,800,000","444,500,000","721,000,000","401,000,000","535,200,000","378,700,000","35,800,000","36,600,000","9,500,000","8,000,000","10,000,000","10,400,000","3,900,000","-400,000","-300,000"
NetNonOperatingInterestIncomeExpense,"-244,600,000","-244,600,000","-248,700,000","-216,200,000","-190,900,000","-149,100,000","-139,800,000","-141,500,000","-132,100,000","-108,000,000","-97,200,000","-77,600,000","-174,600,000",,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"500,000","500,000","1,100,000","1,000,000","1,100,000","100,000","200,000","200,000","300,000","700,000","1,400,000","1,100,000","2,200,000",,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"245,100,000","245,100,000","249,800,000","217,200,000","192,000,000","149,200,000","140,000,000","141,700,000","132,400,000","108,700,000","98,600,000","78,700,000","176,800,000",,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"24,000,000","24,000,000","-7,900,000","9,300,000","3,700,000","-16,700,000","1,300,000","5,600,000","-600,000","-2,700,000","-18,100,000","16,900,000","-1,709,800,000","-3,200,000","4,700,000","-700,000","-9,100,000","-3,200,000","16,900,000","-79,300,000","37,200,000","-414,200,000","9,500,000","-46,500,000","-12,600,000","5,700,000","100,000","-24,600,000","-300,000","-4,700,000",,"100,000","-500,000"
	SpecialIncomeCharges,"-9,600,000","-9,600,000","-8,100,000","0","0","-15,400,000","-1,600,000","0","-4,200,000","-2,700,000","-18,100,000","16,900,000","-1,709,800,000","-3,200,000","4,700,000","-700,000","-9,100,000","-3,200,000","16,900,000","-79,300,000","37,200,000","-414,200,000","9,500,000","-46,500,000","-12,600,000","5,700,000","100,000","-24,600,000","-300,000","-4,700,000",,"100,000","-500,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,"1,400,000","4,500,000",,,,,,,,,,,,,
